,w_knn,w_rf,w_svm,w_xgboost,f1
125,0.1333137402318909,0.27641522590535017,0.3394146253639999,0.5256442998155936,0.5284177008278582
412,0.2323321284306873,0.029915207977400327,0.23373418541417978,0.16662908193683812,0.5282706254962438
101,0.6319130375597685,0.11565880787896321,0.6964755956625485,0.5794148014010683,0.5282706254962438
452,0.3192689156237726,0.5990755683543545,0.5221053937335016,0.8929014768217333,0.528029764452437
1,0.19124437646549763,0.7971475075765874,0.1901506974627668,0.9827753197859127,0.528029764452437
224,0.07108251416115652,0.057529351825826414,0.22792503676886278,0.2673744652706528,0.5280224482850319
119,0.3520059073566296,0.40825767657060885,0.7179919315342621,0.8220020633398416,0.5280224482850319
336,0.3169095440073342,0.24233964831050736,0.5286713419647042,0.7271858153659534,0.5280224482850319
5,0.40283229501627105,0.5387807645163837,0.6331133100054841,0.9565029372682071,0.5280224482850319
16,0.3016668340431229,0.31923545859693037,0.7328907581182527,0.8200429857238575,0.5280224482850319
126,0.5447536513006391,0.49700629713289546,0.5539213375478955,0.1904879850746597,0.5279613191023919
475,0.5407340906378058,0.44877677269194294,0.638698154174422,0.22813697770237684,0.5279613191023919
485,0.7519743586200838,0.6115063507754978,0.8281814548333287,0.4348262095703078,0.5279613191023919
430,0.8979959520230388,0.8105192677837706,0.9170826098557847,0.27354209720609834,0.5279613191023919
84,0.5126601298656261,0.46249507854758165,0.6822781025471037,0.2675979972580541,0.5279613191023919
231,0.8136865166998639,0.7689944159813156,0.8141034935267373,0.5396869431946997,0.5279613191023919
267,0.43551830440356665,0.3630472111594588,0.5494258448304643,0.19260958885901547,0.5279613191023919
364,0.6235042675399073,0.5475112400653457,0.733381799010824,0.41910170062337293,0.5279613191023919
79,0.811765209494376,0.7039731988590328,0.9659184711035336,0.27440968267366195,0.5279613191023919
388,0.5399410178619352,0.5389654645406748,0.6509157174333549,0.22788529042150085,0.5279613191023919
328,0.5882373793971409,0.07027331862475128,0.11160259025512109,0.7868000741076568,0.5278040789126571
418,0.1584221635598404,0.14667497927326212,0.07459203934455305,0.9046869869732255,0.5278040789126571
385,0.617634964022761,0.06691513770268809,0.03376141499710028,0.8598102621459776,0.5278040789126571
82,0.191951839115439,0.458509016204242,0.25301625283039575,0.944132668618097,0.5278040789126571
217,0.027286376443096616,0.5367980536150756,0.1554265700703943,0.9011797836318302,0.5278040789126571
216,0.3089613786135226,0.047381730642869324,0.014433388973134953,0.5057836232267376,0.5278040789126571
447,0.23176261846170199,0.21182123773941441,0.17435098653433356,0.8111182406890762,0.5278040789126571
291,0.06204577431821601,0.1985789381978561,0.27231074503711283,0.861041752588733,0.5278040789126571
206,0.12471471249930288,0.14538968553543496,0.21386987992986684,0.9223661838186942,0.5278040789126571
400,0.6676516225687917,0.1598725607305016,0.006808373572735227,0.9919968744735228,0.5278040789126571
404,0.5368820504464572,0.2545607097149203,0.0025846978742293247,0.8925237714668778,0.5278040789126571
458,0.4083316480310346,0.23479154192493257,0.15998587880152682,0.9240279465382044,0.5278040789126571
427,0.39377821531679813,0.049853051637018364,0.12861150731253157,0.8189120517300998,0.5278040789126571
197,0.012732960840857288,0.14582011093731806,0.6877724387692797,0.8473222806770757,0.5278040789126571
306,0.006078088368879686,0.5232715985385759,0.12372857962453532,0.9494524338427667,0.5278040789126571
45,0.24449993706223905,0.9204868473552551,0.18980721921331534,0.8173881670493557,0.5276159332648597
159,0.5438170854373521,0.9389326504132444,0.3178589402851003,0.6410490044598346,0.5276159332648597
415,0.4272089411386384,0.9963394581084852,0.509972700725675,0.6218071697727621,0.5276159332648597
140,0.22223790558544732,0.6904912294982596,0.2124702819941766,0.5693353165891006,0.5276159332648597
70,0.5796197212587912,0.5868598107434706,0.6588453791596739,0.8466008550459391,0.527597555228443
137,0.7954528116115361,0.7758204158198838,0.9187464700414122,0.9784501627454145,0.527597555228443
23,0.6500481851927068,0.5612564812398173,0.5598023386672586,0.9292117772224113,0.527597555228443
226,0.7083582298867036,0.650285978912334,0.6648311375778292,0.9250536506610479,0.527597555228443
486,0.4687436833084543,0.5752734119470507,0.6944418548296983,0.9014265329584983,0.527597555228443
284,0.6216231740528197,0.4505527603661992,0.6921586123046463,0.9668906113577037,0.527597555228443
322,0.7773918051739594,0.7881204271477115,0.6542636350536167,0.9977576510151478,0.527597555228443
462,0.43424532368848434,0.5564684415632644,0.5470799961199482,0.8547336953939868,0.527597555228443
7,0.28273420701918694,0.27832365470222675,0.30883198072435125,0.47588033255853646,0.527597555228443
292,0.49467096224603024,0.11853374046038156,0.6403376217320436,0.8222726761458994,0.5273535793343145
25,0.4076342839178213,0.11816874482133899,0.6873010049646341,0.8828008124202865,0.5273535793343145
268,0.3452250724654813,0.008756195731215777,0.37676759142513583,0.24971505407257422,0.5268824990476637
48,0.5232987916346019,0.05323852423918707,0.6202008387105352,0.16224707436793073,0.5268824990476637
240,0.5062281343681777,0.19880338891334726,0.9418207036381802,0.6642896107422975,0.5268824990476637
57,0.1096185666592766,0.006684664199111845,0.6124936519737426,0.5154466454731951,0.5268824990476637
492,0.6421486583890802,0.08771616864003862,0.7719749429552978,0.3872864602939321,0.5268824990476637
142,0.7634805436921289,0.015136012500262863,0.7866061580469682,0.47646515257263733,0.5268824990476637
419,0.6543369098184807,0.1703450190892093,0.9398742613920605,0.5005951518640469,0.5268824990476637
165,0.7558563367633369,0.03767963520869311,0.8960050945386149,0.6768819661747645,0.5268824990476637
434,0.8209147433712659,0.038793588624153164,0.9948182313592452,0.307788093437245,0.5268824990476637
405,0.5424267963553393,0.009699991378965156,0.645346730632431,0.4080634901514806,0.5268824990476637
413,0.6835042688514775,0.9541397056517141,0.8422388965655466,0.1662828949424504,0.5268398892561794
75,0.5607100247726962,0.9390649941015562,0.8568398244940356,0.260266600011242,0.5268398892561794
35,0.3147544209071703,0.58483359424186,0.5051958498103074,0.1374556683200312,0.5268398892561794
464,0.3596985952242323,0.9588224210468684,0.789080229520446,0.17683717722253034,0.5268398892561794
397,0.8243741035543384,0.12545357540762425,0.5181322854088615,0.8634545576001746,0.5267891072210523
470,0.9281902643501824,0.19687132495039883,0.7421343067197396,0.9617020492145982,0.5267891072210523
143,0.31236349537454156,0.09095107940956626,0.17579209262230533,0.3320262592905371,0.5267891072210523
408,0.5688144538516162,0.8331325532649702,0.5528707794276503,0.6378097195587871,0.5263416511983157
476,0.4512590923169214,0.7958474863979947,0.5686900796739599,0.4111771669421119,0.5263416511983157
136,0.17240716115581578,0.27974043759444156,0.16064287071023042,0.20777494052206735,0.5263416511983157
85,0.7948166860009568,0.985280701894917,0.7218240370190475,0.8236027513012075,0.5263416511983157
12,0.5818118466609695,0.21068842614612981,0.6829131226766278,0.8820518201560014,0.5259375390671205
47,0.6393767248252573,0.525165290177245,0.8038737531412218,0.7246335091513864,0.5255897978730762
496,0.4491985214685036,0.18931909051657936,0.4937887567732453,0.3136818010276551,0.5255897978730762
477,0.4681597612072427,0.4045431115973527,0.6480498067765379,0.6030411755315046,0.5255897978730762
0,0.4987953471645664,0.37526360704498163,0.8165279805902467,0.761356014711256,0.5255897978730762
201,0.7135430466015148,0.47164070831986604,0.9633613502134933,0.724512935031564,0.5255897978730762
445,0.7220323349571834,0.16363588908124016,0.8722207751639109,0.7180235074968584,0.5255897978730762
212,0.6390700869591576,0.30814796420213186,0.6837173714074752,0.5833561250839066,0.5255897978730762
323,0.5970799636114613,0.3909745980438325,0.880516043508686,0.9658081106175527,0.5255172562870732
198,0.7076810951571861,0.4267912531738782,0.7838337734174872,0.9456794055637558,0.5255172562870732
163,0.739142914366641,0.610033346704994,0.8406760783033412,0.8823813483649872,0.5255172562870732
314,0.6079675298996995,0.45066730750970363,0.8987611484831537,0.987239804140756,0.5255172562870732
451,0.879096914256721,0.5387764970561653,0.6126297942783656,0.928549350854791,0.5255172562870732
303,0.6911519826686569,0.23966515187906,0.567183245545784,0.797705567130142,0.5255172562870732
428,0.45073830117326175,0.2867384009035683,0.6172411406142027,0.6347586033456507,0.5255172562870732
307,0.6876290123820841,0.7694656694234696,0.030187069968745428,0.8425123088695301,0.5246374115360232
437,0.47458902779886714,0.6148670734170775,0.11105603508963313,0.963538184017655,0.5246374115360232
87,0.2077636304174063,0.40573719027552224,0.029906541695755684,0.5429535812511325,0.5246374115360232
50,0.43512218341375397,0.16751397182610284,0.012128456264961729,0.47878080363428055,0.5246374115360232
154,0.8191709634601023,0.6181557736248375,0.12888199931153732,0.9653977360685366,0.5246374115360232
172,0.3521993032590256,0.2666405680975885,0.8362706453475066,0.754236018388955,0.524221001140145
381,0.9171017654374125,0.9426732980663303,0.629995486791679,0.3447124447883506,0.5242084704759087
74,0.740488180637894,0.843749068079622,0.7997841636619786,0.4441787274758552,0.5242084704759087
393,0.7656825261288301,0.8779515508403334,0.7890824257337302,0.3758370496359501,0.5242084704759087
286,0.7356410294494283,0.6632451793544138,0.5699101108048102,0.3211241056777222,0.5237454825605703
467,0.9204344205249101,0.8584557592387918,0.755571373165675,0.23478023378878343,0.5237454825605703
133,0.47907138671526095,0.5847515286232247,0.2501888570704721,0.7799822635572632,0.5235665090965659
402,0.6690858291498067,0.9659796806950323,0.28460408006950033,0.9955197005150593,0.5235665090965659
481,0.04631219697046296,0.958614641281224,0.8107276948589971,0.14667445603742724,0.5229997278712066
350,0.07815408745503094,0.7363442873160676,0.6066103013808873,0.11507521591069969,0.5229997278712066
347,0.30146992438049514,0.9634661349513236,0.12861652845862515,0.5790334835451055,0.5229997278712066
374,0.37011104480395973,0.9517527332149481,0.38098681088081054,0.2150817725340659,0.5229997278712066
290,0.15166906256134904,0.5949782465316849,0.3874406170615916,0.14929290246788962,0.5229997278712066
313,0.09747179376064807,0.722949697800497,0.48226050197605663,0.23939461647580818,0.5229997278712066
44,0.2177646292799975,0.7810774786250759,0.4270967573392822,0.2716315841282456,0.5229997278712066
107,0.624167443369361,0.820491214418554,0.09905207900214053,0.10648718699728532,0.5229997278712066
274,0.31722243336192235,0.867455141214035,0.3651273137653196,0.4723837689932915,0.5229997278712066
391,0.6533021197467725,0.9647962126411189,0.2514408929534141,0.1272138768259775,0.5229997278712066
