,param_n_estimators,param_learning_rate,param_max_depth,param_min_child_weight,param_colsample_bytree,param_colsample_bylevel,param_reg_lambda,param_reg_alpha,param_scale_pos_weight,param_gamma,mean_test_score,std_test_score,rank_test_score
1175,1646,0.009795139262671471,6,16,0.3487028108429784,0.4084873888822733,9.863268422720129,0.9424435076713574,0.8856817382508009,7.636570325232198,-0.8328838030345431,0.0019297355729617216,114
278,1041,0.008960471396967906,9,2,0.8459214396777321,0.7661159327955862,6.874163641362376,0.2804344607915209,0.2449844826765235,6.1361411423745835,-0.8331644502781907,0.016456595374219007,115
170,1684,0.042494481291330204,5,15,0.766656135200406,0.8095299757684418,8.628070775432285,0.7369737449441821,2.1673980009077565,1.4971396795695773,-0.8332707106166074,0.01766260255605734,116
262,980,0.0386874502895116,11,17,0.3789102780588144,0.5172393817143319,6.057892494526904,0.6772206397350093,3.6459372819754,0.06720390304059955,-0.8333253759066189,0.013952860576217807,117
447,623,0.0806525913576057,2,15,0.4925990052218141,0.7242545274991332,1.6591102437078624,0.5921168427890628,0.24684157224584613,6.33421740242127,-0.8333288579096212,0.01556553878882222,118
536,1499,0.03398234824228074,18,20,0.37208225496289593,0.32783819885003407,8.809051605447525,0.59752924257342,0.4960590834948275,7.598336584283883,-0.8335730097117624,0.02060132904889833,119
1366,494,0.029040513070441264,15,10,0.48642583502607173,0.8611302430447813,7.851022039249903,0.5813363448544654,2.9383695562196053,1.3446704076706444,-0.8336187617976428,0.01703872261542605,120
141,1995,0.02011502442448101,12,17,0.6894649691372657,0.5675408482615582,7.064857264869011,0.6365302495436367,0.3158614482564204,8.005966991090828,-0.8337963432243211,0.007336106669563192,121
1486,378,0.05923727700014057,4,16,0.8730171099410818,0.14416326017432823,7.7281449286174055,0.07063429523732191,2.49681064339325,2.841880003902624,-0.8338491569666829,0.00486479166791598,122
967,923,0.006191222687152709,15,4,0.35621131725386923,0.5464210123601028,3.9549002803165685,0.1848139095698832,1.746500654553681,0.07282807694009287,-0.8338572510570014,0.004135480716729312,123
1165,530,0.06631858857118336,8,18,0.6264638552540559,0.5892117234526204,7.497628786970381,0.316847183257435,1.3625201405638188,5.380895428740542,-0.8341541011565898,0.014546372437404032,124
1010,1683,0.08115164865863721,4,4,0.22490597055182238,0.7584086407997047,0.23726360305790606,0.5412880558570243,0.7978912363400037,0.7662076426111324,-0.8347215898369498,0.01122887125549471,125
373,614,0.08381196278306523,11,3,0.76230262450096,0.6237430848640091,8.644432468683641,0.6247140481145316,5.86936506558907,0.3894801668766561,-0.8347362069909541,0.007327325879728508,126
566,1806,0.07663162995253864,19,10,0.33217252206173253,0.2755667763091785,7.385560533969635,0.798098035219224,0.6379455625359787,7.008184180017403,-0.8349497790124711,0.010948491528281534,127
478,1548,0.009900768478074107,6,2,0.9597910204048502,0.5578736756600732,5.249099867258383,0.9028637879645087,4.511931914507237,0.4870484839992977,-0.8350428902868821,0.012047379099571376,128
534,1460,0.04848602188643115,9,4,0.9108262646863152,0.08975950056015713,5.704194914036416,0.11158768783878194,5.815642044379887,0.06057043183978418,-0.835364583897255,0.003709711964752227,129
1249,1706,0.018366304885701366,13,17,0.43307610258679263,0.9985602484850686,5.750963613851153,0.7836560166424261,1.1516391190452557,7.029756635446435,-0.835405649331525,0.00582344731312484,130
65,160,0.04126612143575282,3,18,0.18006727234929853,0.6976675736969318,0.4087861626647886,0.19238901880867076,1.6893506307216455,6.965114662270789,-0.8357087160080581,0.032081631486415574,131
884,1162,0.053083388896207034,18,11,0.2421834455937677,0.7311029830035621,2.8330652799770224,0.6550411045673216,0.0024293443451273156,1.7171998897368816,-0.8357756407841768,0.032641801204396914,132
837,1572,0.0312703321492812,6,8,0.7680893784186665,0.09365745260747449,7.383612771211947,0.5696212786820326,1.4152120244996014,7.472346450885869,-0.8357903603801469,0.008014608395685074,133
363,1215,0.02082422997688783,12,7,0.7585018809163907,0.6774734148234729,8.904195172193285,0.1950751999002892,7.499777984520708,0.14638258877675714,-0.8359249452653996,0.017893028478468687,134
114,1293,0.08776653778624495,2,3,0.5201681098787319,0.737855766906525,0.002475235758845795,0.9904413133417771,1.8547290957672247,4.268270566548644,-0.8359381349658874,0.010606830894390129,135
1005,1126,0.07378168318297001,10,3,0.8903025571135202,0.40261143834016266,2.235378223015114,0.7575625233406886,0.5567281495397558,3.8395889426297267,-0.8359397172789395,0.01428611753187825,136
69,1629,0.07506162320085874,13,18,0.6871655054033311,0.13311692858747826,3.971738325040825,0.35424667079312544,1.048691665324809,8.444506726336288,-0.836258563691272,8.31506797762116e-05,137
806,1095,0.047004004666596294,5,11,0.6259839139179536,0.3013917957663592,4.957007702287139,0.5132700163305643,3.3273415398385553,1.505545880622247,-0.836322410692393,0.007429847174739546,138
1227,618,0.0867788598150242,3,15,0.6643539526593868,0.7630606037630419,2.6249445471647674,0.7614496562028924,2.4531049798597993,2.458483376805177,-0.8363951553584711,0.007934313124588255,139
327,1499,0.06781524124576738,12,2,0.879341020176528,0.22672738232996326,5.015254614797338,0.8165107849650307,0.7089157589128536,8.087999845635384,-0.8364596485895355,0.00047488017265057136,140
267,861,0.08278149737964191,13,19,0.8385492149028282,0.24690742666758558,3.4245797883471334,0.057747582199024886,2.7024769213078326,3.5619564711759417,-0.8364772762961437,0.006190270191781311,141
860,154,0.05780204016905584,19,19,0.25769564818917967,0.4904544085197847,4.786548705505249,0.7590957624907276,0.4466121637889875,8.849367468449666,-0.8366801636085033,0.027325683522464395,142
868,1504,0.01626376937845918,11,7,0.9826524114935692,0.8951000290662443,4.1081900100968065,0.3521165825018783,0.1837165453810441,6.370575535036275,-0.8370012406209675,0.0125036448552725,143
1499,534,0.033910799125970274,8,20,0.24026467561217713,0.25673777463281167,9.261557472705856,0.20749871782913654,2.156863139098707,2.6320250418008935,-0.8371744608346199,0.013846260293774282,144
1173,1132,0.020346754209575,2,3,0.7489176404785196,0.30095771555867246,7.224434230224131,0.7068652818616311,0.8504362130607113,7.941727088376095,-0.837282417401999,0.0024820131389944877,145
526,228,0.07974405615234774,9,20,0.31030848210454753,0.1675665393045065,5.470553456155777,0.15587326058017015,0.8744650179988545,5.03355130606154,-0.8372832714044309,0.03654603098504544,146
227,1167,0.055898073878263996,2,3,0.5601822583749119,0.9466379541996072,4.978225080342902,0.5388017979527142,1.0547369995663058,7.507395069993471,-0.8372873682000679,0.007320472545270296,147
340,1170,0.08193695664813373,15,20,0.2040246657385787,0.700867635861432,3.559810324883944,0.02960405514520593,0.15813196232962068,6.540040923398012,-0.8372883945463978,0.02411364297888935,148
623,1921,0.0470059744390119,3,16,0.19022793082013756,0.6839751299151413,1.4387796634332977,0.09311740926267499,1.0466044034648114,5.208957827006792,-0.8373859456907125,0.02453642784143456,149
1403,789,0.0979456672184284,18,20,0.5176480890176051,0.6599242952590599,3.9523565072246645,0.8719763803988546,3.333971277696335,1.6737753072665134,-0.8373934759533053,0.018072653223643098,150
