,w_knn,w_rf,w_svm,w_bayesian_ridge,w_mlp,mae
332,0.9420463385389656,0.5567021692564159,0.6961671423541156,0.4443152435959742,0.489577625699394,1.1057142857142856
865,0.46844920058018613,0.4251875855711579,0.3560932143359966,0.28301758699383206,0.12205792136462812,1.1057142857142856
136,0.7109114424690975,0.6712498138186701,0.294255919253838,0.28626811956924403,0.036952003114451015,1.1057142857142856
275,0.6735575889089083,0.5915513766332258,0.45428873919786117,0.5150544149732071,0.8740417178471094,1.1057142857142856
97,0.9931420386955994,0.9536468450962665,0.5418031175717478,0.18861016503286654,0.04003827016855477,1.1057142857142856
100,0.6056561086791444,0.27003523433697796,0.5813910102275192,0.4867756630709954,0.4514287727122297,1.1057142857142856
295,0.5323014061386027,0.26161011596005523,0.14282538450767923,0.5548225005299293,0.12710178386608395,1.1057142857142856
344,0.794077071079197,0.49664174493544055,0.9400200996856658,0.4839807951861911,0.6504157696814088,1.1057142857142856
454,0.35653875430117055,0.22275562283625072,0.6081794721112516,0.5433456313946297,0.6938677389737813,1.1057142857142856
888,0.1860686106314695,0.9297158675636737,0.17733276361884376,0.14838738466887913,0.11092842849239815,1.1057142857142856
483,0.4274607843985938,0.28588761407158514,0.17279065749584377,0.3954230260281383,0.49128599349980984,1.1057142857142856
623,0.525263689526861,0.5517093439927203,0.13326837767095534,0.33159835566797935,0.010825886831446474,1.1057142857142856
563,0.8343863888065438,0.7212800977562435,0.8643402699540337,0.25165455926315705,0.6137068326461741,1.1057142857142856
824,0.7633334700202248,0.9800016791699245,0.3376433279158033,0.2629737942815784,0.6869940231899934,1.1057142857142856
782,0.7559079131855319,0.9983010846971154,0.5698701881055407,0.054523519526044506,0.12830483109434665,1.1057142857142856
809,0.40606288918137823,0.42039050005606626,0.4895935613171739,0.7119060216444727,0.7322859743391986,1.1057142857142856
807,0.5009522919060607,0.5241593129662426,0.9742645809805998,0.7065897083926025,0.6804156302087536,1.1057142857142856
806,0.39364137440690206,0.8745528718060729,0.2821336093552611,0.0048308526869077495,0.1331655337318537,1.1057142857142856
706,0.9030314290871188,0.9144899082428001,0.6845536763626494,0.18444528960147633,0.9628434019012152,1.1057142857142856
660,0.765587239541417,0.8524580407490716,0.6517422249764042,0.2750032752501118,0.07873393523847183,1.1057142857142856
576,0.8981279565589098,0.6101280886491548,0.34446251173579556,0.5688022313045016,0.9523779926051158,1.1057142857142856
724,0.9720335338106959,0.8910850446369218,0.023752942105519592,0.6420539520792118,0.2950353484355218,1.1057142857142856
731,0.8700009993667454,0.5618286403022195,0.5724525434721238,0.3069165838149651,0.15777092702592144,1.1057142857142856
622,0.7721922263054071,0.7999608886121801,0.05228477262333553,0.07620975759067761,0.37692119503213106,1.1057142857142856
318,0.6025529671400434,0.754761259184651,0.018271107300046885,0.14912761527174412,0.0793600682358695,1.1085714285714285
644,0.04169376233659117,0.5684619730692635,0.3052670529522459,0.45306274219579923,0.875193513053662,1.1085714285714285
961,0.2814001314078226,0.4833972553214909,0.06105600965970093,0.23343007698920415,0.046066976117519864,1.1085714285714285
635,0.6942709073642124,0.5512392531604555,0.2893927737654709,0.34597251268853113,0.39080846184612505,1.1085714285714285
114,0.7873280439620478,0.9555145424407767,0.2722654044545708,0.4286281258022353,0.9138861535121248,1.1085714285714285
328,0.6334478007783504,0.9611081556009584,0.17750789074147144,0.6473667843830357,0.2521284470580336,1.1085714285714285
658,0.9670033184879377,0.48782396865772426,0.7499797561087694,0.1678818660536957,0.6138234541537454,1.1085714285714285
121,0.894214895405702,0.44027442531670613,0.871512889955879,0.8975599453323867,0.3269651474120615,1.1085714285714285
313,0.2968817941717945,0.6928007474253345,0.3581317332058057,0.83561442075117,0.718778866816814,1.1085714285714285
65,0.37457178313607675,0.781331801816773,0.42095645351152,0.36332713266905137,0.5137420039625467,1.1085714285714285
129,0.6040970455502634,0.22985059845429445,0.27537876473838785,0.38078581444050097,0.4123506091022716,1.1085714285714285
277,0.7610410453009443,0.477041338285061,0.354264866445976,0.32581622835643687,0.2190075033144715,1.1085714285714285
698,0.5841377672143822,0.33404805350296873,0.17962669734109893,0.49399950190876574,0.1565735082904517,1.1085714285714285
268,0.8444133840549997,0.611473671822721,0.13922993297481745,0.40871959932653545,0.41788523158490665,1.1085714285714285
711,0.9241682929312911,0.23270759059172064,0.8036893890925625,0.7787675264334785,0.0035782187933666165,1.1085714285714285
137,0.9949382353647586,0.6328555728670823,0.492522124099403,0.3310888062405025,0.3116515494043852,1.1085714285714285
13,0.9508352489200707,0.14210359212014323,0.7988687902733266,0.9897882343906754,0.02893710402725924,1.1085714285714285
11,0.6118722862750282,0.6339527284325047,0.44380388162273987,0.8699376553758806,0.7945038400360991,1.1085714285714285
771,0.4480238434813907,0.157712722861432,0.3877171587809072,0.4794471737900299,0.285472153558221,1.1085714285714285
728,0.4247509201219173,0.15307264996145953,0.3456271071319851,0.254769427112733,0.12841507259006812,1.1085714285714285
4,0.677329980056571,0.9509922737799685,0.2845523962606846,0.5804277635044067,0.07975793969839828,1.1085714285714285
759,0.10502981568699388,0.5890890058238692,0.2985448199943591,0.34692357564999043,0.6383095377910685,1.1085714285714285
988,0.9396675573964625,0.9681157086117674,0.05408567683694365,0.765598767058027,0.2932657076042512,1.1085714285714285
789,0.9915004508082731,0.639805307883226,0.6614934868300961,0.25245395321663777,0.15481429413821435,1.1085714285714285
156,0.5067908846815943,0.6882117266303518,0.9816646282945467,0.6040674444832086,0.5700371495110221,1.1085714285714285
604,0.6826545718194168,0.6732001163223801,0.3053933658926362,0.32149747641690296,0.7345858713991202,1.1085714285714285
54,0.6554527262922147,0.9363886514313373,0.48506058741832203,0.374219221958331,0.8591783217744893,1.1085714285714285
107,0.9401980080829001,0.46361896942909164,0.30102608122202645,0.7155463579654913,0.4206404615393948,1.1085714285714285
442,0.8944715232144566,0.5346665583521389,0.5313329184151608,0.44648598360433167,0.4045817762543923,1.1085714285714285
437,0.4858748263301025,0.5343019434808643,0.33075602371017765,0.2559908542763252,0.17548221021986,1.1085714285714285
424,0.8470832275243009,0.30624802709564714,0.8660593917697645,0.5304405345892085,0.5342963895748742,1.1085714285714285
418,0.6539236662705517,0.26928902132959287,0.47301494229695895,0.39149481741300696,0.32951857341965607,1.1085714285714285
464,0.5654306433559715,0.5881611472200915,0.3687838120449727,0.15912581267417336,0.039741691561617554,1.1085714285714285
456,0.7863074556365313,0.6323952262482905,0.7046048453640613,0.25585496618679204,0.44490108749025614,1.1085714285714285
543,0.8013715351179149,0.942525940928459,0.7143175309147308,0.04309390408964864,0.009582947058055957,1.1085714285714285
620,0.7032823439967886,0.9340395583556039,0.10341059940106845,0.881209162281683,0.15213064275266963,1.1085714285714285
359,0.5879747535865949,0.2539864973581831,0.28650109974842775,0.021628452402819742,0.0771184604125763,1.1085714285714285
494,0.2449839664415676,0.7738327751115613,0.21908885234491526,0.465305615945248,0.8297277166743109,1.1085714285714285
897,0.11769649285231953,0.9355202190124065,0.020604732743302767,0.02451393331856211,0.4046819657653258,1.1085714285714285
530,0.3579589653866099,0.6830390348185716,0.24707211523136396,0.10751939577797576,0.16134190966817819,1.1085714285714285
487,0.6473450073016395,0.9632750324183074,0.18732923209168473,0.3495044921681606,0.6461486165233054,1.1085714285714285
163,0.011361727524313414,0.987178482548909,0.4767005948348767,0.5450268040650631,0.25356374362371603,1.1114285714285714
531,0.7733717375549728,0.9626489959784391,0.3611626071838592,0.5655509566071117,0.08415941782650727,1.1114285714285714
740,0.738708546997546,0.5703591570662884,0.8837870511311818,0.2314530126625033,0.29212468188252483,1.1114285714285714
929,0.5983505090008238,0.9418494927313922,0.33219491389332234,0.43096383926289583,0.6232292876769148,1.1114285714285714
723,0.8068696158401188,0.4282559677596338,0.5672592561790682,0.9539758903314051,0.052567396433782276,1.1114285714285714
541,0.21306808765144158,0.4588081016742489,0.31890120703173086,0.9787076937186283,0.4512221993126325,1.1114285714285714
744,0.3276493543826,0.9437517160018098,0.44913980385773,0.10754480422855961,0.33041232131283294,1.1114285714285714
713,0.8262789711251726,0.7118868414647026,0.3749133822909435,0.6667547335318176,0.2918955614200942,1.1114285714285714
946,0.4890019752397733,0.5445761067105117,0.03689036722005734,0.274051649825621,0.34503074115738697,1.1114285714285714
333,0.5239534862681885,0.17172693434092312,0.34215337724273065,0.45426558162901,0.40179809242293374,1.1114285714285714
551,0.5409611122711391,0.5987606541657604,0.4899645204317824,0.06617340417851536,0.02222945430628076,1.1114285714285714
855,0.16495870113309719,0.8984013512381078,0.3366767153801723,0.7096366896718351,0.26839970499131394,1.1114285714285714
629,0.8374203888472842,0.49717444705889313,0.8235959170965204,0.036493454376821166,0.6723567064382591,1.1114285714285714
837,0.5307470399969997,0.8447273802584608,0.2133367479527809,0.03522753428455594,0.623143505533846,1.1114285714285714
345,0.49715607703541964,0.9148163612863798,0.27245461883311073,0.13008843887183508,0.42102364171061546,1.1114285714285714
621,0.5247065775570103,0.3100686520614889,0.6276571740345109,0.2761251291798942,0.7951753815035963,1.1114285714285714
324,0.46984905975057534,0.758408370026249,0.48453973461342226,0.355889366599081,0.1813177946273452,1.1114285714285714
645,0.5991969744637899,0.10899445913607486,0.025774785294154112,0.6059849387200743,0.20442288437652634,1.1114285714285714
546,0.5541126272948685,0.5027293977403323,0.8876414425949485,0.6158912357126816,0.411594588733709,1.1114285714285714
315,0.8245605721097626,0.8346634138365581,0.18986187109245256,0.6255599563991526,0.8411131807360069,1.1114285714285714
884,0.4541471405038574,0.2479018050071521,0.3267814060197003,0.3133759547690671,0.30801162271193117,1.1114285714285714
439,0.9120684523479186,0.2852008232654639,0.6584941685470235,0.9845690165196233,0.7455621370538223,1.1114285714285714
686,0.31888269933787816,0.42869300664876175,0.3098963884310695,0.5119986476709575,0.30240951769298197,1.1114285714285714
861,0.45247066619736487,0.5744785050351556,0.0653413844939954,0.9534353223562813,0.617270652034284,1.1114285714285714
273,0.7731744898673244,0.8858282598555218,0.05269055395691791,0.0626631272769248,0.5202797394859147,1.1114285714285714
917,0.29561316280601735,0.7371743043689495,0.23274024850542097,0.32494456488521084,0.41962971134569005,1.1114285714285714
613,0.14593604204379396,0.677164599317129,0.7919249696143768,0.26478355561530753,0.43229764670025395,1.1114285714285714
901,0.9273004668141385,0.6198899466402241,0.4486746323412639,0.20090611598141095,0.9962077857535669,1.1114285714285714
0,0.18948989072946565,0.8387027806324114,0.9796298021182617,0.01202642367641471,0.6271467548355065,1.1114285714285714
987,0.5005724824348373,0.3537697570010585,0.7088459155519429,0.11554353616585589,0.7252046044200685,1.1114285714285714
17,0.6523597508791347,0.8022882222758603,0.3579578313391202,0.0023706250265561613,0.12207971843538623,1.1114285714285714
47,0.5313940307729859,0.6585656644935297,0.5024229984309168,0.5628048105874737,0.22962513265654694,1.1114285714285714
93,0.6417110078976044,0.9374799796199308,0.2799676379740823,0.768930958362105,0.04347880697716788,1.1114285714285714
152,0.7306949771567486,0.25656605984989844,0.9385955369491498,0.013451152358893714,0.8802352280900317,1.1114285714285714
104,0.8212729543343555,0.7422423540384457,0.9205383315521868,0.26395624915538607,0.711013037992653,1.1114285714285714
90,0.727342336858588,0.9400695623923033,0.6698413136588521,0.4698318453207819,0.20943706569610887,1.1114285714285714
971,0.7474258279668794,0.6453375475020685,0.8784946176979886,0.6091873083692928,0.4291508303429483,1.1114285714285714
1,0.6063515180834708,0.32007574430151353,0.8645129663856159,0.0042119804930759175,0.5599439068699582,1.1114285714285714
106,0.45619891434441806,0.2568282710808846,0.33585184555533565,0.4664895200226088,0.1443606670498292,1.1114285714285714
5,0.43168384928494774,0.9542865103223928,0.12049784342601155,0.1658156782366338,0.45645088615275775,1.1114285714285714
839,0.752510111927757,0.843255159585174,0.4045067954071093,0.9350150379378939,0.2661771867632975,1.1142857142857143
828,0.19166998514196243,0.5437900024181284,0.9621163824378296,0.6068467436170514,0.09149926199933078,1.1142857142857143
56,0.35762122831163956,0.8985010744777018,0.5538678384512508,0.9348827957670292,0.3755951503849668,1.1142857142857143
974,0.5480909867182235,0.5882027867165392,0.46573148057719826,0.11458217093886791,0.015051202378526307,1.1142857142857143
547,0.9421431929897457,0.23199615173939425,0.6661455834067042,0.9320512480468585,0.20729227749597068,1.1142857142857143
550,0.8170449553001509,0.7219815645329618,0.39082408051972994,0.5881946712918654,0.7389360343157284,1.1142857142857143
554,0.9411244364736635,0.1011603926728758,0.15150885112953394,0.49246740907999076,0.1732702337168982,1.1142857142857143
528,0.6330052511613333,0.1910864744851445,0.1834941045611166,0.0998538350219671,0.334478917405561,1.1142857142857143
578,0.8405980685059288,0.9947861718948675,0.18431416289449476,0.546969404735957,0.390965808328407,1.1142857142857143
240,0.8697120281865525,0.8431011907233343,0.16268397867657136,0.9415725887918412,0.25808216609183,1.1142857142857143
493,0.6538406333134964,0.3688073232734448,0.7403889922468138,0.6971886105167654,0.47359718304400267,1.1142857142857143
581,0.9592405093133581,0.32554373441150686,0.10485404712557733,0.7624842471681939,0.3785988487241637,1.1142857142857143
229,0.7055850708758908,0.7397578929722564,0.9046295901093213,0.4436325266626998,0.639436177359874,1.1142857142857143
227,0.2887355085058324,0.3221441856739601,0.9079015019336469,0.33269315302608204,0.19550037259605757,1.1142857142857143
225,0.8034513152194053,0.22096087346571025,0.8946604881168629,0.8124265678774687,0.0002832243759585129,1.1142857142857143
804,0.0559972810337479,0.6021508762999827,0.23886569688442172,0.2702646704991031,0.5221565385775309,1.1142857142857143
43,0.5967247344306177,0.7898529336167339,0.5119780518418909,0.8216278156876744,0.3908490548618071,1.1142857142857143
801,0.19674477434523863,0.9281734788777649,0.33747535987679533,0.9281545374223266,0.5146175055074665,1.1142857142857143
37,0.8754581960493479,0.9295506458572803,0.5603517632987998,0.5209706201232835,0.3108625146528282,1.1142857142857143
245,0.30130202844831777,0.9392402690271131,0.21711724261447118,0.5256765092667051,0.19397842036605384,1.1142857142857143
133,0.749638563491601,0.9800559947098184,0.24017671610883184,0.49978642066737744,0.7958813333019096,1.1142857142857143
155,0.4164301729712997,0.8787044558305208,0.7511170839396535,0.5895899288096864,0.5511221367998604,1.1142857142857143
79,0.7182230672519547,0.1803665174721174,0.9005832072875881,0.7983886662518707,0.7625306982301266,1.1142857142857143
322,0.1539352926710844,0.3329078886212169,0.4993365040176533,0.3794206909367407,0.6794345576908994,1.1142857142857143
348,0.8583787068001067,0.7262242852887955,0.3765126284623067,0.6602429694909063,0.5217581946643236,1.1142857142857143
319,0.04846839257832758,0.8219155909308498,0.07044256162530249,0.5244160433800635,0.0505224537750214,1.1142857142857143
386,0.21024131367502485,0.5656677627815102,0.6889125431260358,0.6066373201699469,0.9334888931840648,1.1142857142857143
394,0.27728620116994473,0.8396529172319693,0.912059051277095,0.36992331116490196,0.12865693392886113,1.1142857142857143
303,0.8811687854940254,0.3431588230608016,0.19762968879814757,0.8610172474200465,0.9824839094740689,1.1142857142857143
412,0.8746690009944493,0.3581760767802644,0.7578922434506429,0.2302892052988953,0.2940490044492592,1.1142857142857143
413,0.24379601870729906,0.700269922580832,0.3495031092625207,0.640620182583085,0.14526233225398233,1.1142857142857143
94,0.824481446705278,0.5689429724058183,0.8407826762338341,0.2640305909502425,0.021383695335905117,1.1142857142857143
419,0.287641261322919,0.759996802455596,0.723808444188508,0.5466584539514261,0.967921674969914,1.1142857142857143
296,0.3514458450596042,0.569227462180393,0.13494026486729216,0.3466187281196853,0.1772666517238115,1.1142857142857143
863,0.9859481880097114,0.9349571918005483,0.09291888751202015,0.4265308777022282,0.020900447401173583,1.1142857142857143
446,0.25894707499488245,0.7325257665122755,0.1699848139850184,0.11646751700669011,0.8386385675486676,1.1142857142857143
449,0.9951610695204185,0.6819021635770284,0.5284761031691694,0.08690254794028796,0.7941382561523513,1.1142857142857143
287,0.9421932111883243,0.38000262206165647,0.674964533547877,0.3811125005732776,0.14395113678077864,1.1142857142857143
451,0.9756876094137344,0.3733067049251686,0.8966745162050116,0.9479159087184051,0.8350475972391279,1.1142857142857143
453,0.8275942892319902,0.48594182440844824,0.6272138233872419,0.04295799844516357,0.7481716297283214,1.1142857142857143
283,0.4529537690743315,0.6069928719346578,0.4327066613161942,0.298026049173289,0.10880030319769352,1.1142857142857143
215,0.5955686973828248,0.9854122572896402,0.03005770319495027,0.5694492987027105,0.6807337367806131,1.1142857142857143
915,0.5572661055226241,0.6320902551376048,0.22160320668910816,0.06515734027255426,0.4240321014062044,1.1142857142857143
461,0.1523218800374867,0.8711245515868633,0.302790460170521,0.17633813853948066,0.1323593724102895,1.1142857142857143
489,0.9786869189155233,0.8366100264162315,0.003526202215527352,0.48698793851442235,0.07283261539964336,1.1142857142857143
457,0.6558257255392658,0.43368548115122973,0.21425375003130187,0.4983586334076633,0.3495511918329196,1.1142857142857143
49,0.9749127116209877,0.9616856813113958,0.7844059872957285,0.5653098290033597,0.14232106192777783,1.1142857142857143
330,0.6906308114714499,0.6642003579433234,0.4253092827046405,0.7222339140248375,0.6473968071544423,1.1142857142857143
673,0.41021859532843996,0.4212265957624972,0.07508610137309712,0.5526495660666645,0.39092589841237946,1.1142857142857143
784,0.9807640498555867,0.7926868785663911,0.8386866614572132,0.6981558113756466,0.10408321450563374,1.1142857142857143
647,0.7006242724209899,0.9353355719679572,0.5379038852484521,0.12162922933935294,0.13280898033031463,1.1142857142857143
10,0.6488635710409817,0.5933751326807337,0.24072107088850814,0.5036975027172265,0.8705909531441001,1.1142857142857143
201,0.7408625578829374,0.501912765500663,0.002033310568669955,0.4696268649292693,0.14328189142577397,1.1142857142857143
646,0.7493577512654822,0.5132046399580552,0.3150940322180379,0.8446208195612197,0.6508239305625003,1.1142857142857143
206,0.9174140827950994,0.9545485706307685,0.13486648062117568,0.49847162588479754,0.39275094894540297,1.1142857142857143
931,0.2151971835143146,0.6907036978766852,0.9841793721787536,0.2420305491516318,0.5694036148887013,1.1142857142857143
757,0.5176108224813387,0.5784233763443813,0.2522594454921594,0.7937096015446163,0.5892362820659715,1.1142857142857143
746,0.1664072731762647,0.8029086478614892,0.1451956733662454,0.848028370744976,0.052046564380771154,1.1142857142857143
628,0.8478519858596447,0.6452611793797495,0.8264066545504816,0.10256937451730452,0.42068497448683007,1.1142857142857143
952,0.7936488989738228,0.41612019225902463,0.3671797242430459,0.8841364320792866,0.7561773659647869,1.1142857142857143
693,0.9207549697072331,0.4699382640685301,0.032099511257496105,0.7871722402210506,0.008585569634883772,1.1171428571428572
778,0.6097222841436113,0.18034143338530617,0.21191871383983707,0.8919641252731731,0.8848424691243528,1.1171428571428572
182,0.5425728081294469,0.5164651434270698,0.40791795090580474,0.6305631724572404,0.5849164186655741,1.1171428571428572
938,0.864844217761459,0.6548048556887885,0.7043099121414004,0.11049922589388295,0.01859959955764723,1.1171428571428572
950,0.39145504036539047,0.4523025630022397,0.1346549255391576,0.306418784780645,0.16875757579470385,1.1171428571428572
76,0.9778912806008367,0.7244233318902338,0.4280594244861883,0.8785856024635853,0.04025380519153676,1.1171428571428572
75,0.6833723518425808,0.9036786166177659,0.12313251520069379,0.01356244254277661,0.005608914944453369,1.1171428571428572
675,0.721499035598092,0.9791502758676048,0.34383026675264794,0.9117513781610399,0.3984882815227836,1.1171428571428572
267,0.3056509908203614,0.8319458241388382,0.9437860548775736,0.0003499447001963363,0.9082047213156512,1.1171428571428572
788,0.8515742948255994,0.08194323872410991,0.8476045086211473,0.2083885665646047,0.8377588741220915,1.1171428571428572
843,0.4944438051626948,0.24833619031071386,0.5839865876706409,0.3018084243846554,0.3257877757554909,1.1171428571428572
71,0.04342341301315178,0.6828844659528647,0.9285008421281714,0.618529862591059,0.01958990508384373,1.1171428571428572
909,0.3574173149013098,0.6344726111743105,0.4897090321746699,0.5304563346613071,0.5607177990683828,1.1171428571428572
427,0.427364134071362,0.49609738168621176,0.6635774821271199,0.4862539416377414,0.6551739947881097,1.1171428571428572
362,0.5860509092506451,0.6847114274501356,0.24141720186342952,0.4567278220691031,0.8113439379369229,1.1171428571428572
149,0.4225571882284692,0.747955016899605,0.1325079843856417,0.6601901061199005,0.4203217149548045,1.1171428571428572
353,0.9923752793311759,0.6415867629359833,0.015769000338815453,0.32660890757995853,0.13800906603403829,1.1171428571428572
311,0.1113183995902558,0.9827830062790982,0.14125676292972322,0.2549025427538991,0.21820138169225278,1.1171428571428572
364,0.05314839017408812,0.10185890433877542,0.3603808305984042,0.3261099096985258,0.6426640259607983,1.1171428571428572
379,0.9149345679096641,0.024366191091007794,0.6122616092102938,0.8543117109416192,0.028144759985466283,1.1171428571428572
385,0.2901929613586576,0.7081325273463265,0.04029610020719998,0.2580486419528536,0.6156107936420441,1.1171428571428572
772,0.9158674408603945,0.6172868170135641,0.157805960850808,0.48418061664877177,0.6155351511679625,1.1171428571428572
316,0.4415477160344,0.6488731527887849,0.9103443430684695,0.6313469733080234,0.9367127110053413,1.1171428571428572
876,0.33231360313467484,0.5118837670814272,0.30567783853925323,0.16949984935401485,0.8726573709736669,1.1171428571428572
150,0.06903889278283726,0.6573977810895525,0.44538246184202435,0.32796268848042887,0.7281622809380909,1.1171428571428572
