Date Published,Passenger Country,Trip_verified,Aircraft,Type Of Traveller,Seat Type,Origin,Destination,Seat Comfort,Cabin Staff Service,Food & Beverages,Ground Service,Value For Money,Recommended,Inflight Entertainment,Wifi & Connectivity,ryanair_review,exclamation_marks,question_marks,comment_length,never,again,online,delayed,cheap,legroom,Sentiment,Year Published,Month Published,Day Published,Year Flown,Month Flown,Day Flown
2019-09-13,Ireland,Trip Verified,Boeing 737-800,Solo Leisure,Economy Class,Hamburg,Dublin,2.0,5.0,5.0,1.0,4.0,no,1.0,-1.0,False,-0.43995890559532946,-0.2682527408267359,1.6104689024975958,False,False,False,False,True,False,-1,2019,9,13,2019.0,9.0,1.0
2018-06-01,United Kingdom,Trip Verified,Missing,Solo Leisure,Economy Class,Shannon,London,1.0,1.0,-1.0,1.0,1.0,no,-1.0,-1.0,False,0.7652567064505633,-0.2682527408267359,-0.3862892030097836,False,False,False,False,False,False,-1,2018,6,1,2018.0,5.0,1.0
2017-10-02,United Kingdom,Verified Review,Missing,Couple Leisure,Economy Class,Edinburgh,Faro,3.0,2.0,-1.0,1.0,4.0,no,-1.0,-1.0,False,-0.43995890559532946,-0.2682527408267359,-0.3884316473289975,False,False,False,False,False,False,-1,2017,10,2,2017.0,10.0,1.0
2021-11-24,United Kingdom,Not Verified,Boeing 737-800,Solo Leisure,Economy Class,Glasgow,Lanzarote,3.0,5.0,3.0,5.0,5.0,yes,-1.0,-1.0,False,-0.43995890559532946,-0.2682527408267359,-1.0247376101355337,False,False,False,False,False,False,1,2021,11,24,2021.0,11.0,1.0
2014-07-17,Romania,Missing,Missing,,Economy Class,,,4.0,4.0,3.0,,5.0,yes,-1.0,-1.0,True,-0.43995890559532946,-0.2682527408267359,-0.19561165859974414,False,False,True,False,False,False,1,2014,7,17,,,
2014-07-03,United Kingdom,Missing,Missing,,Economy Class,,,3.0,3.0,0.0,,4.0,yes,-1.0,-1.0,True,-0.43995890559532946,-0.2682527408267359,-0.30059143024122653,False,True,False,False,False,False,-1,2014,7,3,,,
2018-06-17,United States,Trip Verified,Missing,Solo Leisure,Economy Class,Palma de Mallorca,Dublin,1.0,1.0,-1.0,1.0,1.0,no,-1.0,-1.0,False,-0.43995890559532946,-0.2682527408267359,-0.9861736123896829,False,False,False,True,False,False,-1,2018,6,17,2017.0,7.0,1.0
2018-12-02,United States,Trip Verified,Missing,Solo Leisure,Economy Class,Edinburgh,Brindisi,1.0,,-1.0,1.0,1.0,no,-1.0,-1.0,False,1.970472318496456,1.7457718053803446,2.6966881723390563,True,True,False,False,False,False,-1,2018,12,2,2018.0,6.0,1.0
2018-09-20,United Kingdom,Trip Verified,Boeing 737-800,Couple Leisure,Economy Class,Corfu,London,1.0,4.0,3.0,1.0,3.0,no,-1.0,-1.0,False,-0.43995890559532946,-0.2682527408267359,1.48192224334476,False,False,False,True,False,False,-1,2018,9,20,2018.0,9.0,1.0
2022-08-30,United States,Trip Verified,Boeing 737,Family Leisure,Economy Class,Paris,Seville,2.0,2.0,-1.0,1.0,1.0,no,-1.0,-1.0,False,-0.43995890559532946,1.7457718053803446,0.4342669712491502,True,True,True,True,False,False,-1,2022,8,30,2022.0,7.0,1.0
2019-04-25,Ireland,Trip Verified,Missing,Couple Leisure,Economy Class,Gdansk,Dublin,1.0,,-1.0,1.0,1.0,no,-1.0,-1.0,False,-0.43995890559532946,-0.2682527408267359,0.08076365857885236,False,True,False,False,False,False,-1,2019,4,25,2019.0,4.0,1.0
2015-12-22,Italy,Missing,Boeing 737-800,Business,Economy Class,Milan,Zaragoza,2.0,3.0,-1.0,2.0,3.0,yes,-1.0,-1.0,False,-0.43995890559532946,-0.2682527408267359,0.4449791928452198,False,False,False,False,False,False,1,2015,12,22,2015.0,12.0,1.0
2021-07-03,Czech Republic,Trip Verified,Missing,Business,Economy Class,Prague,Bologna,1.0,,-1.0,,1.0,no,-1.0,-1.0,False,-0.43995890559532946,-0.2682527408267359,1.2633929227849396,False,False,False,False,False,False,-1,2021,7,3,2021.0,7.0,1.0
2017-06-11,Netherlands,Verified Review,Boeing 737,Couple Leisure,Economy Class,Cologne,Berlin,3.0,1.0,-1.0,1.0,5.0,yes,-1.0,-1.0,False,-0.43995890559532946,-0.2682527408267359,0.33785697688452354,False,False,False,False,False,True,-1,2017,6,11,2017.0,5.0,1.0
2015-11-19,United Kingdom,Missing,Boeing 737-800,Couple Leisure,First Class,London,Lisbon,5.0,5.0,-1.0,4.0,5.0,yes,-1.0,-1.0,False,-0.43995890559532946,-0.2682527408267359,0.040057216513787755,False,False,False,False,False,False,1,2015,11,19,2015.0,11.0,1.0
2015-08-16,United States,Missing,Missing,Family Leisure,Economy Class,Dublin,Edinburgh,2.0,1.0,1.0,1.0,2.0,no,-1.0,-1.0,True,-0.43995890559532946,1.7457718053803446,0.4749734133142148,False,False,True,False,False,False,-1,2015,8,16,2015.0,8.0,1.0
2019-03-29,Romania,Trip Verified,Boeing 737-800,Couple Leisure,Economy Class,Bucharest,London,2.0,5.0,3.0,1.0,1.0,no,-1.0,-1.0,False,-0.43995890559532946,-0.2682527408267359,-0.1934692142805302,False,False,False,False,False,False,-1,2019,3,29,2019.0,3.0,1.0
2018-04-20,Hungary,Trip Verified,Missing,Couple Leisure,Economy Class,Lisbon,Ponta Delgada,1.0,,-1.0,1.0,1.0,no,-1.0,-1.0,False,-0.43995890559532946,-0.2682527408267359,1.310526697807646,False,False,False,False,False,False,-1,2018,4,20,2018.0,4.0,1.0
2014-07-31,Netherlands,Missing,Missing,,Economy Class,,,3.0,3.0,1.0,,5.0,no,-1.0,-1.0,True,-0.43995890559532946,-0.2682527408267359,0.8927500555609305,True,True,False,False,False,False,0,2014,7,31,,,
2022-10-17,France,Trip Verified,Boeing 737,Solo Leisure,Economy Class,Marseille,Faro,2.0,1.0,2.0,4.0,5.0,yes,-1.0,-1.0,False,-0.43995890559532946,-0.2682527408267359,-0.9990282783049665,False,False,False,False,False,False,0,2022,10,17,2022.0,10.0,1.0
2016-04-11,Greece,Verified Review,Boeing 737-800,Solo Leisure,Economy Class,Athens,Thessaloniki,3.0,4.0,-1.0,4.0,5.0,yes,-1.0,-1.0,False,-0.43995890559532946,-0.2682527408267359,-0.10562899719275923,False,False,False,False,False,False,1,2016,4,11,2016.0,4.0,1.0
2013-10-09,Ireland,Missing,Missing,,Economy Class,,,4.0,4.0,4.0,,5.0,yes,-1.0,-1.0,True,-0.43995890559532946,-0.2682527408267359,-1.2132727102263592,False,False,True,False,False,False,1,2013,10,9,,,
2023-04-22,United Kingdom,Trip Verified,Boeing 737-800,Solo Leisure,Economy Class,Milan,London,2.0,2.0,1.0,1.0,1.0,no,1.0,1.0,False,-0.43995890559532946,-0.2682527408267359,-0.9004758396211259,False,False,False,True,False,False,-1,2023,4,22,2023.0,4.0,1.0
2021-09-05,United Kingdom,Not Verified,Missing,Family Leisure,Economy Class,London,Rome,2.0,3.0,3.0,1.0,1.0,no,-1.0,-1.0,False,-0.43995890559532946,-0.2682527408267359,-0.20418143587659984,False,False,False,False,False,False,-1,2021,9,5,2021.0,7.0,1.0
2017-02-02,United Kingdom,Not Verified,Boeing 737-800,Solo Leisure,Economy Class,Bournemouth,Valletta,4.0,5.0,4.0,5.0,5.0,yes,-1.0,-1.0,False,-0.43995890559532946,-0.2682527408267359,-0.8019234009372853,False,True,False,False,False,True,1,2017,2,2,2017.0,1.0,1.0
2022-09-02,United Kingdom,Not Verified,Boeing 737,Solo Leisure,Economy Class,Brussels,Liverpool,3.0,5.0,2.0,4.0,4.0,yes,-1.0,-1.0,False,0.7652567064505633,-0.2682527408267359,-0.32630076207179365,False,True,False,False,False,False,1,2022,9,2,2022.0,8.0,1.0
2014-04-16,United Kingdom,Missing,Missing,,Economy Class,,,3.0,3.0,3.0,,4.0,yes,-1.0,-1.0,True,-0.43995890559532946,-0.2682527408267359,-0.21917854611109733,False,True,False,False,False,False,-1,2014,4,16,,,
2012-08-29,United Kingdom,Missing,Missing,,Economy Class,,,3.0,1.0,1.0,,1.0,no,-1.0,-1.0,True,0.7652567064505633,-0.2682527408267359,-0.38200431437135574,False,False,False,False,False,False,-1,2012,8,29,,,
2013-10-07,United Kingdom,Missing,Missing,,Economy Class,,,2.0,2.0,0.0,,3.0,no,-1.0,-1.0,True,0.7652567064505633,-0.2682527408267359,0.14717943247448406,False,False,False,False,False,False,-1,2013,10,7,,,
2015-09-26,United Kingdom,Missing,Missing,Solo Leisure,Economy Class,Madrid,London,3.0,1.0,-1.0,1.0,4.0,yes,-1.0,-1.0,False,5.586119154634135,1.7457718053803446,3.4251192408717914,False,False,False,True,True,False,-1,2015,9,26,2015.0,9.0,1.0
2014-05-21,United Kingdom,Missing,Missing,,Economy Class,,,2.0,2.0,0.0,,2.0,no,-1.0,-1.0,True,-0.43995890559532946,-0.2682527408267359,-0.06492255512769464,False,False,False,False,True,False,-1,2014,5,21,,,
2019-09-18,United Kingdom,Not Verified,Missing,Couple Leisure,Economy Class,Ibiza,Leeds,1.0,1.0,1.0,1.0,1.0,no,-1.0,-1.0,False,-0.43995890559532946,-0.2682527408267359,1.3790849160224916,True,False,True,False,False,False,-1,2019,9,18,2019.0,9.0,1.0
2019-01-08,Netherlands,Trip Verified,Missing,Business,Economy Class,Thessaloniki,Bologna,1.0,1.0,1.0,1.0,1.0,no,1.0,-1.0,False,3.1756879305423493,-0.2682527408267359,4.087134535508895,False,True,True,True,False,False,-1,2019,1,8,2019.0,1.0,1.0
2019-09-30,Vietnam,Trip Verified,Missing,Family Leisure,Economy Class,Brussels,Berlin,1.0,,-1.0,1.0,1.0,yes,-1.0,-1.0,False,0.7652567064505633,3.759796351587425,0.4256971939722945,False,False,False,False,False,False,-1,2019,9,30,2019.0,8.0,1.0
2022-06-18,United Kingdom,Trip Verified,Missing,Couple Leisure,Economy Class,Thessaloniki,London,2.0,2.0,1.0,1.0,2.0,no,-1.0,-1.0,False,0.7652567064505633,-0.2682527408267359,-0.24488787794166444,False,False,False,False,False,False,-1,2022,6,18,2022.0,6.0,1.0
2013-11-10,Ireland,Missing,Missing,,Economy Class,,,5.0,5.0,4.0,,5.0,yes,-1.0,-1.0,True,-0.43995890559532946,-0.2682527408267359,-0.32844320639100755,False,False,True,False,False,False,1,2013,11,10,,,
2019-08-16,United Kingdom,Trip Verified,Missing,Family Leisure,Economy Class,London,Rabat,2.0,1.0,-1.0,1.0,1.0,no,-1.0,-1.0,False,0.7652567064505633,-0.2682527408267359,-0.838344954363922,False,False,False,False,False,False,-1,2019,8,16,2019.0,8.0,1.0
2021-10-14,Belgium,Not Verified,Missing,Solo Leisure,Economy Class,London,Berlin,1.0,1.0,1.0,1.0,1.0,no,1.0,-1.0,False,0.7652567064505633,-0.2682527408267359,0.23501964956225505,False,False,False,True,False,False,-1,2021,10,14,2021.0,10.0,1.0
2017-08-03,United States,Verified Review,Boeing 737,Family Leisure,Economy Class,Madrid,Rome,4.0,4.0,3.0,3.0,5.0,yes,-1.0,-1.0,False,-0.43995890559532946,-0.2682527408267359,-0.4527049769054153,False,False,False,False,False,False,1,2017,8,3,2017.0,7.0,1.0
2016-03-11,Ireland,Missing,Missing,Solo Leisure,Economy Class,Cork,London,2.0,1.0,-1.0,3.0,3.0,no,-1.0,-1.0,False,4.380903542588242,3.759796351587425,0.5649560747211997,False,False,False,False,False,False,-1,2016,3,11,2016.0,3.0,1.0
2021-05-12,United States,Trip Verified,Missing,Family Leisure,Economy Class,Boston,Shannon via Gatwick,1.0,1.0,-1.0,1.0,1.0,no,-1.0,-1.0,False,-0.43995890559532946,-0.2682527408267359,-0.5362603053547584,False,False,False,False,False,False,-1,2021,5,12,2020.0,7.0,1.0
2015-09-05,Ireland,Missing,Boeing 737-800,Family Leisure,Economy Class,Zadar,Dublin,1.0,2.0,1.0,5.0,3.0,no,-1.0,-1.0,False,-0.43995890559532946,-0.2682527408267359,0.468546080356573,True,True,False,False,False,False,-1,2015,9,5,2015.0,8.0,1.0
2019-10-11,United Kingdom,Not Verified,Missing,Family Leisure,Economy Class,London,Pescara,1.0,1.0,1.0,1.0,1.0,no,1.0,1.0,False,-0.43995890559532946,-0.2682527408267359,-1.157569157926797,True,True,False,False,False,False,-1,2019,10,11,2019.0,10.0,1.0
2016-02-08,United Kingdom,Missing,Missing,Couple Leisure,Economy Class,Manchester,Dublin,3.0,5.0,-1.0,4.0,5.0,yes,-1.0,-1.0,False,-0.43995890559532946,-0.2682527408267359,-0.3862892030097836,True,True,True,False,False,False,1,2016,2,8,2016.0,2.0,1.0
2019-10-10,Ukraine,Trip Verified,Missing,Couple Leisure,Economy Class,Barcelona,Kiev,1.0,1.0,1.0,1.0,1.0,no,1.0,1.0,False,-0.43995890559532946,-0.2682527408267359,-0.6091034122080319,False,False,True,False,False,False,-1,2019,10,10,2019.0,9.0,1.0
2014-03-12,United Kingdom,Missing,Missing,,Economy Class,,,3.0,4.0,3.0,,4.0,yes,-1.0,-1.0,True,-0.43995890559532946,-0.2682527408267359,-0.7033709622534446,False,False,False,False,False,False,1,2014,3,12,,,
2018-01-30,Greece,Trip Verified,Boeing 747,Solo Leisure,Economy Class,Athens,Dublin,1.0,2.0,-1.0,1.0,2.0,no,-1.0,-1.0,False,0.7652567064505633,1.7457718053803446,3.6586456716661093,False,True,False,False,False,False,-1,2018,1,30,2018.0,1.0,1.0
2020-01-14,United States,Trip Verified,Missing,Family Leisure,Economy Class,Lisbon,Malaga,3.0,3.0,-1.0,1.0,1.0,no,-1.0,-1.0,False,-0.43995890559532946,-0.2682527408267359,-0.4784143087359824,False,True,True,False,False,False,-1,2020,1,14,2019.0,12.0,1.0
2015-09-06,United Kingdom,Missing,Missing,Family Leisure,Economy Class,East Midlands,Alicante,1.0,1.0,-1.0,1.0,1.0,no,-1.0,-1.0,False,-0.43995890559532946,1.7457718053803446,1.775437115077068,False,True,False,False,False,False,-1,2015,9,6,2015.0,8.0,1.0
2013-09-12,United Kingdom,Missing,Missing,,Economy Class,,,3.0,5.0,4.0,,2.0,no,-1.0,-1.0,True,-0.43995890559532946,1.7457718053803446,-0.4141409791595646,True,True,False,False,False,False,-1,2013,9,12,,,
2018-10-28,United States,Not Verified,Missing,Couple Leisure,Economy Class,Madrid,Marrakesh,1.0,1.0,-1.0,1.0,1.0,no,-1.0,-1.0,False,0.7652567064505633,-0.2682527408267359,-0.9004758396211259,True,True,False,True,False,False,-1,2018,10,28,2018.0,10.0,1.0
2015-04-14,United Kingdom,Missing,Missing,,Economy Class,,,3.0,4.0,1.0,,3.0,yes,-1.0,-1.0,True,-0.43995890559532946,-0.2682527408267359,0.4749734133142148,False,False,False,True,False,False,0,2015,4,14,,,
2015-10-17,United Kingdom,Missing,Boeing 737-800,Couple Leisure,Economy Class,Manchester,Corfu,2.0,4.0,-1.0,5.0,5.0,yes,-1.0,-1.0,False,-0.43995890559532946,-0.2682527408267359,-0.7655018475106485,False,False,False,False,False,False,0,2015,10,17,2015.0,10.0,1.0
2015-03-17,United Kingdom,Missing,Missing,,Economy Class,,,4.0,4.0,4.0,,5.0,yes,-1.0,-1.0,True,-0.43995890559532946,-0.2682527408267359,-0.33701298366786325,False,False,False,False,False,False,1,2015,3,17,,,
2014-04-23,Belgium,Missing,Missing,,Economy Class,,,1.0,1.0,1.0,,1.0,no,-1.0,-1.0,True,0.7652567064505633,-0.2682527408267359,-0.24488787794166444,False,False,False,False,True,False,-1,2014,4,23,,,
2014-12-22,France,Missing,Missing,,Economy Class,,,3.0,3.0,3.0,,5.0,yes,-1.0,-1.0,True,-0.43995890559532946,-0.2682527408267359,1.0641456010980446,False,False,False,False,False,False,0,2014,12,22,,,
2014-03-27,United Kingdom,Missing,Missing,,Economy Class,,,4.0,3.0,3.0,,5.0,yes,-1.0,-1.0,True,-0.43995890559532946,3.759796351587425,0.8327616146229405,False,True,True,False,False,False,0,2014,3,27,,,
2020-08-27,United Kingdom,Trip Verified,Missing,Couple Leisure,Economy Class,Manchester,Naples,1.0,,-1.0,,2.0,no,-1.0,-1.0,False,-0.43995890559532946,-0.2682527408267359,4.069994980955183,True,True,False,False,False,False,-1,2020,8,27,2020.0,7.0,1.0
2022-07-22,United Kingdom,Not Verified,Missing,Couple Leisure,Economy Class,London,Tenerife,3.0,4.0,4.0,5.0,5.0,yes,-1.0,-1.0,False,-0.43995890559532946,-0.2682527408267359,-0.9047607282595538,False,False,False,False,False,True,0,2022,7,22,2022.0,7.0,1.0
2015-10-11,United Kingdom,Missing,Boeing 737,Solo Leisure,Economy Class,Dinard,London,1.0,1.0,-1.0,1.0,2.0,no,-1.0,-1.0,False,-0.43995890559532946,-0.2682527408267359,-0.27916698704908727,False,False,False,False,False,False,-1,2015,10,11,2015.0,9.0,1.0
2018-02-23,Germany,Trip Verified,Boeing 737-800,Solo Leisure,Economy Class,Glasgow,Frankfurt,3.0,5.0,4.0,4.0,5.0,yes,-1.0,-1.0,False,-0.43995890559532946,-0.2682527408267359,-0.9518945032822601,False,False,False,False,False,False,1,2018,2,23,2018.0,2.0,1.0
2016-02-07,China,Missing,Missing,Couple Leisure,Economy Class,Marrakech,Seville,3.0,4.0,1.0,3.0,3.0,yes,1.0,-1.0,False,-0.43995890559532946,-0.2682527408267359,-0.3648647598176443,False,False,False,False,False,True,0,2016,2,7,2016.0,2.0,1.0
2016-02-06,United Kingdom,Missing,Boeing 737-800,Couple Leisure,Economy Class,Lanzarote,Leeds,3.0,5.0,-1.0,5.0,5.0,yes,-1.0,-1.0,False,-0.43995890559532946,-0.2682527408267359,-0.3670072041368582,False,False,False,False,False,False,1,2016,2,6,2016.0,1.0,1.0
2019-05-21,Belgium,Trip Verified,Boeing 737-800,Solo Leisure,Economy Class,Brussels,Barcelona,4.0,4.0,-1.0,4.0,5.0,yes,-1.0,-1.0,False,0.7652567064505633,-0.2682527408267359,0.5263920769753491,False,False,False,True,False,False,1,2019,5,21,2019.0,5.0,1.0
2014-10-08,United Kingdom,Missing,Missing,,Economy Class,,,4.0,4.0,4.0,,5.0,yes,-1.0,-1.0,True,-0.43995890559532946,-0.2682527408267359,-0.9304700600901209,False,True,False,False,False,False,1,2014,10,8,,,
2023-07-19,Canada,Trip Verified,Missing,Couple Leisure,Economy Class,Berlin,Venice,3.0,3.0,1.0,1.0,4.0,no,1.0,1.0,False,-0.43995890559532946,-0.2682527408267359,2.623845065485783,False,False,False,False,False,False,-1,2023,7,19,2022.0,10.0,1.0
2020-04-19,United Kingdom,Trip Verified,Missing,Couple Leisure,Economy Class,Eindhoven,London,1.0,,-1.0,,2.0,no,-1.0,-1.0,False,-0.43995890559532946,-0.2682527408267359,-0.72265296112637,False,False,False,False,False,False,-1,2020,4,19,2019.0,12.0,1.0
2018-05-23,United Kingdom,Trip Verified,Boeing 737-800,Business,Economy Class,Budapest,Brussels,1.0,1.0,-1.0,1.0,1.0,no,-1.0,-1.0,False,-0.43995890559532946,-0.2682527408267359,-0.5384027496739724,True,False,False,True,False,False,-1,2018,5,23,2018.0,5.0,1.0
2022-08-27,France,Trip Verified,Missing,Solo Leisure,Economy Class,Bordeaux,Lisbon,1.0,1.0,-1.0,1.0,1.0,no,-1.0,-1.0,False,-0.43995890559532946,-0.2682527408267359,-0.8126356225333549,False,False,False,False,False,False,-1,2022,8,27,2022.0,8.0,1.0
2022-12-07,Latvia,Trip Verified,Boeing 737,Family Leisure,Economy Class,Vienna,Riga,1.0,2.0,1.0,1.0,1.0,no,-1.0,-1.0,False,-0.43995890559532946,-0.2682527408267359,-0.868339174832917,False,True,False,False,False,False,-1,2022,12,7,2022.0,9.0,1.0
2018-06-13,United States,Trip Verified,Missing,Couple Leisure,Economy Class,Glasgow,Berlin,1.0,1.0,1.0,1.0,1.0,no,-1.0,-1.0,False,1.970472318496456,1.7457718053803446,-0.030643446020271813,False,False,True,False,False,False,-1,2018,6,13,2018.0,5.0,1.0
2016-11-19,United Kingdom,Missing,Missing,Couple Leisure,Economy Class,London,Rome,4.0,3.0,3.0,4.0,3.0,yes,-1.0,-1.0,False,-0.43995890559532946,-0.2682527408267359,-0.5576847485468976,False,True,False,False,False,False,1,2016,11,19,2016.0,10.0,1.0
2015-10-12,United Kingdom,Missing,Missing,Couple Leisure,Economy Class,Madrid,London,1.0,1.0,-1.0,1.0,1.0,no,-1.0,-1.0,False,-0.43995890559532946,-0.2682527408267359,-0.6091034122080319,False,True,False,True,False,False,-1,2015,10,12,2015.0,10.0,1.0
2019-09-13,United Kingdom,Not Verified,Missing,Family Leisure,Economy Class,London,Barcelona,1.0,1.0,-1.0,1.0,1.0,no,-1.0,-1.0,False,-0.43995890559532946,-0.2682527408267359,1.3319511409997853,False,False,True,False,True,False,-1,2019,9,13,2019.0,9.0,1.0
2018-04-01,France,Trip Verified,Missing,Solo Leisure,Economy Class,Toulouse,London,1.0,,-1.0,1.0,1.0,no,-1.0,-1.0,False,-0.43995890559532946,-0.2682527408267359,-0.8190629554909967,False,False,False,True,False,False,-1,2018,4,1,2018.0,1.0,1.0
2019-11-25,Canada,Trip Verified,Boeing 737-800,Solo Leisure,Economy Class,Madrid,Bari,2.0,3.0,-1.0,2.0,3.0,yes,-1.0,-1.0,False,-0.43995890559532946,1.7457718053803446,0.7513487304928113,True,False,False,True,False,False,0,2019,11,25,2019.0,11.0,1.0
2019-04-20,Germany,Trip Verified,Missing,Couple Leisure,Economy Class,Munich,Palma de Mallorca,2.0,2.0,1.0,1.0,2.0,no,1.0,1.0,False,1.970472318496456,1.7457718053803446,-0.19775410291895806,True,False,False,False,False,False,-1,2019,4,20,2019.0,4.0,1.0
2018-07-28,Lebanon,Trip Verified,Missing,Family Leisure,Economy Class,Palma de Mallorca,Barcelona,1.0,1.0,-1.0,1.0,1.0,no,-1.0,-1.0,False,-0.43995890559532946,-0.2682527408267359,-0.9326125044093347,False,False,False,False,False,False,-1,2018,7,28,2018.0,7.0,1.0
2015-09-04,United Kingdom,Missing,Missing,Family Leisure,Economy Class,London,Milan,1.0,1.0,-1.0,1.0,1.0,no,-1.0,-1.0,False,-0.43995890559532946,-0.2682527408267359,-0.013503891466560402,False,False,False,False,False,False,-1,2015,9,4,2015.0,7.0,1.0
2019-10-11,Canada,Trip Verified,Missing,Solo Leisure,Economy Class,Madrid,Porto,2.0,1.0,-1.0,1.0,1.0,no,-1.0,-1.0,False,0.7652567064505633,-0.2682527408267359,3.285860360122886,True,True,True,False,True,False,-1,2019,10,11,2019.0,10.0,1.0
2015-09-29,United Kingdom,Missing,Boeing 737-800,Couple Leisure,Economy Class,Palma de Mallorca,East Midlands,4.0,4.0,-1.0,3.0,5.0,yes,-1.0,-1.0,False,-0.43995890559532946,-0.2682527408267359,-0.866196730513703,False,False,False,False,False,False,1,2015,9,29,2015.0,9.0,1.0
2014-09-10,Australia,Missing,Missing,,Economy Class,,,4.0,4.0,3.0,,5.0,yes,-1.0,-1.0,True,-0.43995890559532946,-0.2682527408267359,-0.34344031662550506,False,False,False,False,True,True,0,2014,9,10,,,
2015-04-12,United Kingdom,Missing,Missing,,Economy Class,,,4.0,4.0,0.0,,5.0,yes,-1.0,-1.0,True,-0.43995890559532946,-0.2682527408267359,-1.07187138515824,False,False,False,False,False,False,1,2015,4,12,,,
2015-09-06,United States,Missing,Missing,Couple Leisure,Economy Class,Barcelona,Palma de Mallorca,3.0,2.0,1.0,1.0,1.0,no,-1.0,-1.0,False,-0.43995890559532946,-0.2682527408267359,-0.18918432564210236,True,False,False,False,False,False,-1,2015,9,6,2015.0,9.0,1.0
2014-06-25,Lithuania,Missing,Missing,,Economy Class,,,3.0,5.0,0.0,,5.0,yes,-1.0,-1.0,True,0.7652567064505633,-0.2682527408267359,-0.09920166423511745,False,True,False,False,False,False,0,2014,6,25,,,
2022-12-19,Ireland,Trip Verified,Boeing 737 MAX,Solo Leisure,Economy Class,Dublin,Gran Canaria,4.0,2.0,-1.0,2.0,3.0,yes,-1.0,-1.0,False,1.970472318496456,-0.2682527408267359,0.09576076881334984,False,False,False,False,False,False,-1,2022,12,19,2022.0,12.0,1.0
2020-02-05,Italy,Trip Verified,Missing,Business,Economy Class,Valletta,Catania,1.0,1.0,-1.0,1.0,1.0,no,-1.0,-1.0,False,-0.43995890559532946,-0.2682527408267359,-0.39057409164821144,False,False,False,False,False,False,-1,2020,2,5,2020.0,2.0,1.0
2023-02-14,Ireland,Trip Verified,Missing,Couple Leisure,Economy Class,Dublin,Rome,2.0,2.0,-1.0,2.0,2.0,no,-1.0,-1.0,False,1.970472318496456,-0.2682527408267359,0.3035778677771007,False,False,False,True,False,False,-1,2023,2,14,2023.0,2.0,1.0
2019-08-23,United Kingdom,Trip Verified,Boeing 737,Family Leisure,Economy Class,Faro,Bournemouth,1.0,1.0,1.0,1.0,1.0,no,-1.0,-1.0,False,-0.43995890559532946,-0.2682527408267359,-0.3798618700521418,True,True,False,False,False,False,-1,2019,8,23,2019.0,8.0,1.0
2017-07-28,United States,Verified Review,Missing,Solo Leisure,Economy Class,Memmingen,Dublin,5.0,5.0,-1.0,1.0,1.0,no,-1.0,-1.0,False,0.7652567064505633,-0.2682527408267359,1.5119164638137552,False,False,False,False,False,False,-1,2017,7,28,2017.0,7.0,1.0
2019-09-22,United States,Trip Verified,Missing,Couple Leisure,Economy Class,Dublin,Edinburgh,1.0,1.0,-1.0,1.0,1.0,no,-1.0,-1.0,False,0.7652567064505633,1.7457718053803446,0.9741629396910596,True,False,False,False,False,False,-1,2019,9,22,2019.0,9.0,1.0
2020-02-28,Morocco,Not Verified,Missing,Solo Leisure,Economy Class,Berlin,Brussels,1.0,1.0,-1.0,1.0,1.0,no,-1.0,-1.0,False,-0.43995890559532946,1.7457718053803446,0.8177645043884431,True,True,False,False,False,False,-1,2020,2,28,2020.0,2.0,1.0
2013-12-29,United States,Missing,Missing,,Economy Class,,,4.0,4.0,0.0,,5.0,yes,-1.0,-1.0,True,-0.43995890559532946,-0.2682527408267359,0.012205440364006713,False,False,False,False,False,False,1,2013,12,29,,,
2023-04-12,Ireland,Trip Verified,Boeing 737 MAX,Family Leisure,Economy Class,Venice,Dublin,3.0,4.0,-1.0,5.0,3.0,yes,-1.0,-1.0,False,-0.43995890559532946,-0.2682527408267359,-1.0525893862853146,False,False,False,False,False,False,1,2023,4,12,2023.0,4.0,1.0
2014-09-22,United Kingdom,Missing,Missing,,Economy Class,,,3.0,1.0,0.0,,3.0,no,-1.0,-1.0,True,-0.43995890559532946,-0.2682527408267359,0.8541860578150797,False,True,False,False,False,False,-1,2014,9,22,,,
2014-05-17,United Kingdom,Missing,Missing,,Economy Class,,,2.0,2.0,1.0,,3.0,no,-1.0,-1.0,True,-0.43995890559532946,-0.2682527408267359,-0.48269919737441025,False,False,False,False,False,False,-1,2014,5,17,,,
2023-06-01,United Kingdom,Trip Verified,Missing,Family Leisure,Economy Class,Lisbon,London,1.0,1.0,-1.0,1.0,1.0,no,-1.0,-1.0,False,-0.43995890559532946,-0.2682527408267359,2.326045305115047,False,False,False,False,False,False,-1,2023,6,1,2023.0,5.0,1.0
2017-01-28,Greece,Verified Review,Boeing 737-800,Solo Leisure,Economy Class,Athens,Berlin,1.0,3.0,1.0,4.0,5.0,yes,-1.0,-1.0,False,-0.43995890559532946,-0.2682527408267359,-0.4698445314591267,False,False,False,False,True,False,1,2017,1,28,2017.0,1.0,1.0
2023-12-06,Albania,Not Verified,Boeing 737 MAX,Business,Economy Class,Krakow,Tirana,3.0,5.0,-1.0,3.0,5.0,yes,-1.0,-1.0,False,-0.43995890559532946,-0.2682527408267359,-0.285594320006729,False,True,True,False,False,False,1,2023,12,6,2023.0,12.0,1.0
