,w_knn,w_rf,w_svm,w_nb,w_mlp,log_loss
1894,0.11420018825296041,0.4850244966999515,0.8574190055549404,0.5760870122201588,0.051916441634703325,1.0388360386805926
1826,0.20716222095944237,0.6277516711252857,0.31650535214574516,0.8939012018188347,0.12924901659991284,1.0388659185679219
650,0.252242861132672,0.997125835100971,0.13858612923344282,0.7668922739988565,0.0718909238856007,1.0389215662400906
357,0.2944669610647348,0.7690710783166201,0.8814515504895818,0.8243000846015607,0.020332346526427347,1.039010366388128
1748,0.09833287988961503,0.357231270248881,0.8556777857928299,0.905062413607493,0.05468425346485417,1.0391208052906826
1565,0.213482555313946,0.9682620942558527,0.9352490619219913,0.8849083553111491,0.5527440962363248,1.0392002229006403
1646,0.34794362338554774,0.9823955464188392,0.9316238267882939,0.6625889356502221,0.11471748085254796,1.0392182420184572
593,0.13686830457396781,0.3332189793231084,0.7025137737767806,0.4308226161474077,0.5073155197497241,1.0392208674128138
483,0.14976254435232417,0.9711117231835642,0.6656721000330617,0.33087737125206684,0.15892915578743627,1.0393420456037217
730,0.1729434865933137,0.9108831369750199,0.5895872257467368,0.5523535176714753,0.04179279225035637,1.0394147296043272
99,0.12872743713353996,0.3413119779680388,0.4265249963170099,0.6208451098929505,0.01657593075669661,1.0394649427090983
68,0.034204085947392104,0.19505671523726364,0.9427504968616905,0.6115243576432479,0.24504768061252702,1.0394772613927619
125,0.21841410689466811,0.3566849500207627,0.6411508516046591,0.5039239719807489,0.7732999844448536,1.0395456391428783
1333,0.05678493117844774,0.19881441132198996,0.1826558587478444,0.5205120639570827,0.587221100944749,1.0395458973952159
547,0.2767318739538105,0.8550452517585689,0.9320260891830715,0.5688733713633977,0.5749798216389342,1.0396554253274004
228,0.2716240232342796,0.8290815135728258,0.543727319826039,0.7541601699395917,0.007489792905820858,1.039718223390181
592,0.3233636618603265,0.9310350425471215,0.3661501700784747,0.8853657513566038,0.31980764660104777,1.0400073268853354
1585,0.24534007858567952,0.6682611038431454,0.7255968540537467,0.45118071136891214,0.024209342587602434,1.040146134881623
162,0.04097094287873537,0.673687869733776,0.05748978721066689,0.10207312780564792,0.14896457266849317,1.0402005334897506
184,0.625936093875267,0.8357579923369819,0.697410334181005,0.8416632249636988,0.6317429517284362,1.0404051637931453
1811,0.06251087071005457,0.5173291082725441,0.9779649431797687,0.6428563994237988,0.2345862057827306,1.040506270288356
1763,0.2808109888514029,0.5865422890092481,0.9392634281670826,0.73384911487944,0.9211442594311976,1.0405517012712717
517,0.3190001267829793,0.435921900616004,0.5465477404881545,0.7335417007708082,0.8889289354739415,1.0405672542930295
1194,0.11189730283654098,0.7902253881272093,0.3432029945509073,0.24158959913323408,0.21706454041708334,1.0407406701388286
678,0.054249658071579554,0.25278095335346895,0.49407610583957495,0.9074885551812323,0.18959521967302173,1.0407633271838896
1632,0.42394854695053974,0.9937769910175508,0.5192483190647619,0.8434675199394148,0.12268555734359954,1.0407905264399655
1529,0.21417774745969653,0.7938917778078938,0.15620407064199204,0.6833909379687735,0.9291206976474098,1.0408234981525701
1395,0.3048626183723939,0.9926225397103416,0.14708519557203237,0.5697094053019978,0.13498598713307075,1.0409877871642608
1385,0.09137604409271594,0.8423077922551758,0.014975695113415788,0.4489207311718594,0.5580889085977178,1.0410047371593607
84,0.025631717480823824,0.2985701437556476,0.5744972021169034,0.3151509177213426,0.3474129306142314,1.0410551025846555
1405,0.11134218713063393,0.891121720636857,0.07560271473647662,0.7467016230631721,0.463878712871573,1.0410726369861951
1903,0.5255919666836409,0.2782457906734951,0.8225039579453803,0.7654578594633069,0.9604867963305695,1.041312872514186
653,0.11208486538503848,0.6467644392917158,0.4790914093761558,0.28943013793471717,0.34818509602928394,1.0415634756430543
1959,0.23313528313061593,0.9796399886894784,0.8960420335776716,0.7375700831409217,0.310108157715977,1.0419093937154973
1638,0.11052102920466278,0.5705502978142893,0.29840644732805843,0.7693810685855639,0.27915755965263256,1.0419823702966668
1072,0.2875210862041667,0.802434776986763,0.01518055294961651,0.855039299279909,0.30227488815627956,1.0420901930135422
1706,0.4199495047574112,0.6457065205619601,0.6893652536441567,0.43069083120377594,0.6776499619921313,1.0421945883281039
1617,0.3930600835679995,0.9047622400521496,0.028747552586030678,0.3587848338668832,0.8858374759628774,1.0422562795389452
1808,0.25868076724815414,0.34527093412566445,0.8865082677827221,0.9812688725401815,0.8477297818931576,1.0423288699339142
1061,0.16391842266371248,0.2948627191725949,0.9902207103177316,0.7280524877776012,0.05404625671858254,1.0423594359837955
289,0.11312737954592511,0.3039174727537126,0.8194354446134451,0.706988373883255,0.11537246406925539,1.0423774702965367
818,0.24034675227147417,0.8654201544373593,0.9814620216252357,0.3406261949747915,0.07234032190249062,1.0423896171256801
1104,0.0679831430822766,0.6243062372533855,0.2865325241459922,0.9624300718379034,0.5166491570621954,1.042539304990366
1122,0.12579480742150795,0.9244000736694886,0.2812651625618122,0.26566377271335084,0.3267556044953078,1.0426737919860696
926,0.08567022498398658,0.9154765203460071,0.3362038266488502,0.31036963092421244,0.3740347563663817,1.0428447786649266
451,0.47228560410968157,0.7122919803635265,0.6670021936621336,0.8824840824649025,0.32904063435754294,1.0428871825484138
73,0.24782157675251204,0.9786028959718588,0.16043899247275428,0.975198882528029,0.20089852168557132,1.0430831251312371
224,0.5389464642058851,0.8692170619050981,0.27792885053681415,0.7672673040578462,0.5217774134725032,1.0431715626701903
1906,0.14934862754402356,0.868029866994952,0.2663026591148936,0.9509816423769564,0.49307683369997324,1.0432361136188326
981,0.07882040772270205,0.38557230231436346,0.7628995806951925,0.4109299951939216,0.1387439634019697,1.0432372518007327
905,0.2926863770507895,0.42633638317269884,0.5251808679780345,0.8060615404593761,0.11628827128288899,1.0433051068631023
155,0.19173363181982483,0.19185035212728374,0.44555415750180016,0.6017917097939549,0.10535274888728041,1.043444610409241
1472,0.38830996583723587,0.7319622591959728,0.7614408711242837,0.8909385552082513,0.009795561361768401,1.0434847473084643
1092,0.22396783050900793,0.9351743873458119,0.10496258316320983,0.8478766404232685,0.5733044158957495,1.0435406826743925
13,0.25126339423819166,0.9723702012280551,0.7001556789387359,0.8781551446518394,0.062244898010476835,1.0435628375604353
7,0.20911188292613558,0.5183345930899074,0.4014539883863645,0.8059464641519458,0.007769412391040009,1.043575751708954
885,0.3705477167588205,0.5653708727046803,0.26739194227315577,0.7108742968388199,0.8197264235759885,1.043762975921139
857,0.16723628176199234,0.5026260665829396,0.8098752253080438,0.9155405968658835,0.30184004495973726,1.0437795667757301
32,0.10704821421396893,0.6270226955216748,0.9642638582271177,0.3389443307357749,0.058253056790474655,1.0438741668944675
579,0.2405554881934452,0.8398892662808883,0.36365723437244435,0.28724937827292096,0.006906041089343007,1.0439569022082495
489,0.10211828434244774,0.2955463714958504,0.02646336104170055,0.16874645370577934,0.1791048961079793,1.0439637170871503
1253,0.022137747986867073,0.1384125848748604,0.7402136043817821,0.32865879517036123,0.19863619410837774,1.0440293190252208
1121,0.1526725134696344,0.33356989094444056,0.2169637579233934,0.6980929479459328,0.1364520884260877,1.0441130341407123
410,0.07489889532640626,0.024196089311739777,0.5464397131598523,0.8496929114768047,0.43369731986355864,1.0442542306970553
853,0.00456163109107488,0.9862313360089545,0.667906705016298,0.7586800540951888,0.8845626939111663,1.04425460108671
690,0.08738817398120013,0.9956129752670754,0.4585433690474906,0.6732874717953701,0.3641827116371248,1.0443965109926985
530,0.16700286448889223,0.5556920183901998,0.35836867020212126,0.15909720033127517,0.026070259387229622,1.0445853847855526
1236,0.22121661099695555,0.7891894692822984,0.22834080220312902,0.2598190580349059,0.5468724036464461,1.0446804168151254
1572,0.4374463552726451,0.6590114726522774,0.9116900552775474,0.5673910609491843,0.16244167856292846,1.0446842957047628
543,0.13140390680269387,0.5668696678760091,0.5286541504758855,0.8170808779518759,0.22520938969600435,1.0446988509953277
1947,0.25458319383659844,0.17826240202972465,0.2821271427996621,0.46789322360189367,0.6372660573104902,1.0447075517441604
480,0.14194007421457921,0.1596546331465396,0.7278352114417506,0.4857532603153335,0.812043426172373,1.04478542585351
1270,0.12948573676309016,0.9409512889032847,0.7124595507998791,0.7821672542716287,0.5969605588590218,1.044963313946326
1279,0.03162402151575028,0.7191939671736088,0.4549273351213039,0.8680229622925439,0.814714701618939,1.0450031054694193
1528,0.1852648982692927,0.6158588900809966,0.5885919509248916,0.2269717344352279,0.4489824013515805,1.0451169945575918
987,0.20632184737359183,0.03697741959465517,0.311856394805069,0.5221266198870539,0.5092923006710904,1.045186960128555
1789,0.45550809514366397,0.9458331833274659,0.9082049770450897,0.941054045923288,0.08803465868226379,1.0452312295532884
834,0.4297765643536531,0.21056968933103948,0.8879149551190347,0.4002293882406778,0.7010245526599697,1.045296497400278
959,0.008932344623545418,0.05436546480166049,0.3879446030731687,0.17535048313091828,0.04054580958700338,1.0453062791576975
796,0.381155277228428,0.8279808611252741,0.125876965101833,0.6044513784414862,0.12563515581568752,1.0453281871332167
932,0.4211168917271756,0.8742993024648592,0.648762121726322,0.5049969208386759,0.8195295302072655,1.0453458244811054
1232,0.1081553561021098,0.14022305977261385,0.8614277059181691,0.9996054851996362,0.9337725692984508,1.0453468925276947
1080,0.3476560507657045,0.8284699485825571,0.8189257433641618,0.4390283680303104,0.2960264186176297,1.0453727200185425
1801,0.05574605655472897,0.678426351401754,0.35250415650458655,0.068843689262297,0.12957818300750945,1.045612798139442
839,0.29319871904010175,0.2596949781773623,0.49114967801905474,0.9427415924682251,0.6493391182251332,1.0456262672639722
1752,0.11326486920695866,0.48552251012431136,0.46926551215464696,0.290999899284592,0.8210246600819283,1.0457746032059567
1493,0.4459938516800279,0.5889849946284788,0.796540058546471,0.5763852059227714,0.8504511446335029,1.0459823506239536
1152,0.19956231545816028,0.8224796910057532,0.941935061683662,0.6415185178804333,0.05078267261666858,1.0460400140910964
398,0.08833290062778909,0.16581679544358097,0.20177857684051204,0.4000784931702486,0.04131112688846417,1.0462252530058163
1378,0.0621094945205527,0.6292366584102174,0.15230414533360015,0.9503742046215546,0.4325676910352657,1.046360679420957
53,0.012528993922353293,0.6848169334213592,0.852615483540503,0.029393222933313146,0.018656597057766233,1.0464211107781298
1845,0.35265785818610507,0.4809048541713653,0.4374529804413393,0.7464492627724157,0.673629862079109,1.0464746654155297
1432,0.07654869112175555,0.155205072461157,0.9609910829095833,0.9464315815198006,0.0798307992867503,1.0465342204079324
385,0.38777071287294895,0.9528241767340221,0.1318293204554576,0.8804723372661531,0.9694216910595392,1.0465439934906706
571,0.10400402898108818,0.536941368749008,0.10065318992789185,0.9836520279531586,0.5184730465089327,1.0465861174495985
1998,0.3841093548015251,0.9276224798158547,0.5780293662400655,0.7687564332827398,0.18695703850716838,1.046606715663381
447,0.19672729074767847,0.5262896627106382,0.11012445101428214,0.8435024173912181,0.142205209006109,1.0466070922320054
360,0.04592913341613769,0.5071882371470491,0.2633591790240939,0.5149337232448543,0.526929235425731,1.0466129400302653
1643,0.030347350993501387,0.8473056316830295,0.48400027533964696,0.23551004560012845,0.7318740782964843,1.0467244534602183
1414,0.22206707901036682,0.35953867180953214,0.26335870792404403,0.9204079472177499,0.5063292209790492,1.0467796638884943
1518,0.338608624153096,0.25236986356809255,0.6280844499169299,0.9995590849671719,0.7479816146369817,1.0470699298893413
351,0.3845805083470337,0.9163065321658683,0.08479293694940337,0.9848421385892336,0.08271537444938404,1.0471164555667114
375,0.4826267227141251,0.7686216067480047,0.757333038415691,0.8220892086961133,0.0032256311063286747,1.04726190362697
793,0.05042506460239993,0.9035910557145682,0.9381785778235161,0.2618455373228551,0.3445347334296891,1.0473115471115018
961,0.3640306687450795,0.6689717488137269,0.5493694488256753,0.9261008803077565,0.019226579124686505,1.0473556823358787
1504,0.15917533247116922,0.4921347493342676,0.7655171772613,0.810895714861188,0.3534043559259208,1.04772086316586
1800,0.71154337942839,0.9416681991654563,0.10506598264480249,0.46026349466085426,0.8882104802878753,1.0477657869955532
1961,0.38588360671009503,0.6557972237775237,0.15882070859165742,0.3672199009388717,0.48079449080855274,1.0478478077544005
540,0.126757221626554,0.626850082990845,0.37440262949494607,0.4361921723043528,0.3541953750605704,1.047911634449849
1541,0.3662889635021537,0.9315500705764688,0.5184249528336256,0.27543459138827686,0.1184923515132883,1.0479692879060356
140,0.3919855213690465,0.8578260441122405,0.26903192860615244,0.924993047389222,0.46654738993125633,1.0480249007116598
1188,0.6671574979725003,0.6127599612118307,0.313594886444132,0.6975757496182643,0.7057813064855591,1.0482103270564445
1068,0.41490266345204674,0.9560727711923342,0.6418233186871601,0.9928486077901004,0.30966536356889995,1.0482311142807335
519,0.5293838076557118,0.7730871958863293,0.05862191263568417,0.7907843292984221,0.8361825114472641,1.0482802116230756
986,0.2401574890197622,0.8551177012228833,0.7142137567020562,0.5290738731986463,0.298471921833257,1.0482987866510114
169,0.05322268517794593,0.08591637490453108,0.6987821488462229,0.7177014989723257,0.15745660978539056,1.0483165070225497
1578,0.45576564160127864,0.7380125043245157,0.7665604453642713,0.8058312283434781,0.025491416123317845,1.0484022184133315
1119,0.09017135813745913,0.11772710776217221,0.9351145052013823,0.8382040965903775,0.06591859833971447,1.0484867590713787
285,0.0051489860301590085,0.8512632776782337,0.4666373404213414,0.943243452980116,0.982176383910653,1.0485062122711684
1573,0.3311550732155828,0.9979473075680954,0.556521326857494,0.643287661679462,0.9027968317488221,1.0485154709636941
574,0.28754788552358346,0.49032705704342194,0.815224269642404,0.7720875943624431,0.23158368801442497,1.0487230121772995
591,0.1509552894275169,0.21066060035514023,0.6617371030314749,0.8655210775745789,0.07271514494778653,1.0487832102616086
459,0.10057988701033693,0.6154782342551032,0.4446042956005365,0.05869743562358565,0.0063179081764579426,1.0487995572532838
335,0.6501522272753333,0.8367032727173164,0.7074827915835573,0.9784213210935355,0.8186935157090626,1.048812711053935
1452,0.20601857990469274,0.5895850883950455,0.10483168925688924,0.6821453066595126,0.33922463451196394,1.0489617228756283
856,0.04464707102687948,0.11914210414289561,0.9403407411595188,0.4476380477249553,0.1981350372652838,1.0490126696579507
300,0.36935685347082536,0.5291529202912466,0.8732636377870798,0.39106789890269034,0.8403281982180442,1.0490232447658614
443,0.0812475038616558,0.27314416130686514,0.3014661254613984,0.7754466842933935,0.6113341661439662,1.049142025738618
66,0.07511967089548333,0.9145456360255788,0.5028755646421593,0.2525819343940736,0.8830915643155876,1.0491617181000805
1007,0.2390081966944958,0.8398702052613572,0.4524014212035842,0.3681145359364991,0.30403378915424206,1.049236763684512
1330,0.02324203864979424,0.41960955305393555,0.0977326476733199,0.3318913903118741,0.0499070040390025,1.0492467968889758
1907,0.37495737333726964,0.6938624816241893,0.47888769184051516,0.2679397444246573,0.33908548748006906,1.0493371959684363
979,0.09260900672919847,0.8093651150095417,0.1710542598975131,0.9459716081296231,0.3789926286813373,1.049413954379123
848,0.19394230992422345,0.5107232088658679,0.5597855841776747,0.34051692716320536,0.7400491276784715,1.0496321146114207
1788,0.3766276476793491,0.9357641147091155,0.9161247279968877,0.3642678505882758,0.04730698956485957,1.0496705109620272
1969,0.36445438675517794,0.9697129723433006,0.7644497170258052,0.32143110498983296,0.07270881476608959,1.0497928424866259
230,0.5473899068670873,0.7675997941493576,0.19938308743591537,0.9448002374802859,0.8817796428855086,1.0498432483783724
1491,0.21453093082088293,0.5829973241915927,0.5570101772053843,0.8810045556344183,0.3153925865501679,1.0498448994411913
1863,0.007453847256362556,0.1165861174948033,0.03481651621184123,0.48411096676091525,0.9163687370330953,1.0501985891645547
541,0.25285052336267966,0.5128840678996217,0.1391823500213235,0.7573726274159497,0.048111546918228165,1.0503529657636432
23,0.137601751185761,0.23628059906379684,0.4981753975719009,0.8405205643414743,0.8149641665259786,1.0503924096257524
1690,0.19915660874219132,0.008599627245051922,0.8874322558969333,0.7165825612715556,0.24851160561692365,1.0504326111610938
1423,0.41279839621360936,0.7548272140773931,0.8895291605237919,0.504062172717717,0.15874263062567606,1.0504386969011548
1589,0.11447493272732245,0.10556159759202088,0.5694119703128341,0.6631568761026913,0.18852715364278028,1.0504673763370342
507,0.42817277110912777,0.8122079156946088,0.9602826424373218,0.5887898476707395,0.26313361622494835,1.050473622584551
1226,0.19435994314471838,0.36502066983254366,0.9169149449356476,0.2808584491528534,0.2936355535211217,1.0504987171278481
1663,0.6039478043154246,0.8838006425464859,0.8868491119937342,0.6251272145341957,0.22228031827334604,1.0506068238218618
64,0.030292984948279256,0.46565791035382875,0.06873486492953729,0.7866951026018716,0.4032824720201166,1.0506125428476651
891,0.46507430402319105,0.20800380913349803,0.3506482462107394,0.6830561202826132,0.4471132431973954,1.0507164244597609
957,0.21083564317898806,0.5938132744164101,0.8762485045067699,0.8110891173350996,0.6922871602472507,1.0507230568721797
252,0.19463966324364979,0.9250289516362844,0.30395416865368474,0.5659689862342524,0.8601647032780877,1.0508472342330062
329,0.1280149493031948,0.5817588417474628,0.14162562995294337,0.5313595305004232,0.26887680870256914,1.050852196703314
623,0.10474818726006552,0.6562322885623112,0.719228973504961,0.0956525592020977,0.2905386324534902,1.0509344475839366
887,0.5151374909085228,0.8943491788027368,0.2366555536335314,0.4345083059846204,0.1221516325508073,1.051051605748318
370,0.6888452280121242,0.7936375762576954,0.365313529736082,0.919093432624628,0.9461875118134667,1.0511681120147176
1052,0.7400634152929014,0.7586240734800147,0.20020915666643557,0.8057444104554479,0.6491404163010724,1.051220381867223
1787,0.26751911117059435,0.3842167294574107,0.4566280282569095,0.8243526145856425,0.6701501665500148,1.0512291865498489
1375,0.2543131812862113,0.4124674200254794,0.8951693830451843,0.25947372609890684,0.28878535615682244,1.0513920935973533
1953,0.5044646275075837,0.4875971963028394,0.2824932988394644,0.27652298747074244,0.7306967813768641,1.0514346340257976
291,0.7187602392826257,0.9756474670432372,0.6467064875468986,0.9289612007218535,0.8464752831252491,1.0514822802482529
1066,0.465087500628412,0.7679364456211195,0.5001113678690078,0.4376393527953396,0.21918695846345293,1.0515122344008812
35,0.45806314318188934,0.5090577007384901,0.5366373745512804,0.5617872215612001,0.24680462900692068,1.0515321636231085
190,0.7347210231449678,0.92539385713126,0.8555854414296188,0.9823657031391138,0.25314442871953813,1.051557451762972
729,0.40286479863777314,0.3081780175056398,0.9317678066465004,0.7623157198275196,0.7568657389565914,1.0515582654474722
1193,0.3781796135894977,0.6571009607447352,0.5663136886500205,0.6028785072581125,0.3894836185351003,1.051750377096402
1503,0.02450928831333543,0.6171943046201499,0.6328663486859218,0.23968086369530994,0.8535262978737456,1.0517856150734282
1271,0.04329914821877745,0.6833899113966782,0.869371636435108,0.9601243334176092,0.12446287099738007,1.0518283766436272
607,0.007997837480396619,0.5909922503312139,0.578213054141851,0.5409535670411572,0.8692727095730765,1.051859356007492
484,0.5813019050645015,0.6818914913036144,0.7227530350097919,0.7672463168818777,0.8195090990606465,1.0519281486222005
1474,0.35450129673377717,0.6937115857649612,0.5368847020841915,0.48620350284074043,0.02042679872499431,1.0520596151455368
1628,0.4245698870341996,0.20166118456239024,0.9482456277530508,0.7106454397515387,0.21167657735012835,1.0521589674875238
445,0.5515659291115492,0.8844846518469726,0.15666075521515155,0.37053495196392794,0.5913258905694736,1.0522076944551175
26,0.018571967372231435,0.03112950720883656,0.4581140026494026,0.5716313382471746,0.02862359853682217,1.0522429593516012
1187,0.13170461318434368,0.6790200544300464,0.6697534093020943,0.368985171798871,0.4584579160445066,1.0522746622391772
1847,0.19711237959045602,0.3199500721011683,0.9304365481957086,0.650278310920319,0.5608299297427054,1.052344935272367
1857,0.13014157259692805,0.8666490481845084,0.23780768246213013,0.04878762755690624,0.09256648544272084,1.0525218689256584
572,0.1116151199548635,0.03799533132879207,0.8221061802771585,0.9930584354861374,0.13027808452257672,1.0525282190092473
295,0.26221467804430787,0.48929408788405737,0.5235992107833783,0.36132103040578467,0.05036551370800024,1.0526390712843263
778,0.40228910856321864,0.522602164855965,0.4319159412984922,0.7147654002071236,0.008083850198305376,1.0528080863190288
696,0.6162326354786993,0.7699866948225503,0.5304603072300361,0.44690594927964755,0.6448149041754863,1.0529262289301238
