,param_n_estimators,param_learning_rate,param_max_depth,param_num_leaves,param_reg_lambda,param_min_child_weight,param_feature_fraction,param_bagging_fraction,param_bagging_freq,mean_test_score,std_test_score,rank_test_score
222,433,0.051168242007353655,21,133,1.2298080852962672,18,0.8695885677081261,0.5895008207527846,1,-1.1805298447131012,0.03420778501738292,98
220,412,0.1275768742220774,13,67,3.592607479162456,1,0.45493949686160035,0.1542990025623042,1,-1.1806639955514169,0.05346825358086421,99
70,1193,0.2072002127645742,5,162,4.8167698796411536,4,0.9477760916100201,0.8146715715849275,1,-1.180855988780846,0.06139336050246524,100
188,1350,0.2037755710571383,37,183,7.582731959290226,27,0.973754079485623,0.8728214380908526,1,-1.1815749310740051,0.0355482768516553,101
116,674,0.13482030883636753,34,146,5.774962709061256,23,0.9006707708392514,0.7166446303067727,1,-1.1823454818323094,0.03427373056215836,102
68,269,0.02682136122299949,14,140,8.218700592903563,8,0.11011144936156234,0.6220358826830984,1,-1.1827111687438703,0.026921025433890446,103
128,1432,0.13157887875885174,48,140,2.055898083756375,9,0.2351216646683415,0.3183298214051848,1,-1.182969852542295,0.03735943494769935,104
208,784,0.05384279747160887,47,139,8.718427789731212,4,0.8730657309262797,0.16794923331205647,1,-1.1844778908797091,0.04166571277560133,105
89,348,0.02820041821026606,35,169,4.509204474161044,20,0.5592674524568034,0.6402778784060598,1,-1.184769981413994,0.03348647451248973,106
19,1482,0.17360295318449864,42,158,4.17421003148779,3,0.43283671073999375,0.23565581091652227,1,-1.1849599879234463,0.05070481948654369,107
229,900,0.1961897391013956,47,4,2.156851523977172,4,0.040083189099868494,0.5749036491724414,1,-1.186512615144978,0.05854179175594267,108
43,753,0.13999278615555305,47,118,3.3800515685153583,16,0.8003122271771074,0.5065011317403276,1,-1.1869571616263788,0.03774288339318545,109
184,1346,0.2062372356054847,18,101,6.340157030996114,8,0.6207576491919848,0.2941677518431637,1,-1.1890907146686405,0.03746120307934711,110
181,290,0.057738006260203506,43,158,7.527266395576412,4,0.3406687899577855,0.16879610427677139,1,-1.1896562645814133,0.03713566030967646,111
61,1077,0.20810102840013467,49,99,3.4081354025301787,4,0.8087663918745914,0.7531086041244498,1,-1.1911177941273972,0.05265791632175485,112
202,900,0.07529226164879838,3,161,0.33213108791366563,1,0.01967313894499182,0.564052196652045,1,-1.1911377627290665,0.04525354054599546,113
144,1403,0.05390210501619174,23,84,8.684779758979127,12,0.8624573397749744,0.369130315719286,1,-1.191624407053873,0.03143745089953149,114
165,1397,0.20806826266835543,14,163,9.325999094252529,13,0.46732342206983174,0.42333102318761323,1,-1.1932924977028372,0.04019318112895497,115
4,1942,0.1284829137724085,4,138,1.7053412368729153,5,0.5190920940294755,0.20767704433677614,1,-1.1935272318223324,0.04694328398871303,116
3,289,0.06842892970704363,17,193,7.851859613930136,15,0.14809892204552141,0.6157343657751557,1,-1.1937669711652927,0.031207205916746465,117
119,1096,0.040334975946550236,34,158,7.4395629257267695,29,0.7907112391122855,0.8949536572204481,1,-1.1944301686206902,0.030531824156334347,118
30,503,0.15007156599455426,17,155,4.0451812712219,3,0.2860826390662601,0.1968200372579656,1,-1.1948613897009768,0.050548140424536245,119
186,1365,0.16776139637414889,21,71,3.0097356694681627,4,0.756161845710014,0.18770235018959508,1,-1.197629670459809,0.05269749828832254,120
111,876,0.03776495468840408,10,146,4.7158618855015835,17,0.09698943013023023,0.687725832401035,1,-1.1980762345607794,0.03591398646167901,121
217,990,0.1285901702869855,7,92,9.694223223352875,17,0.36564103570576806,0.5196691803903933,1,-1.2037410838398368,0.031040145736767083,122
129,174,0.03285346001113755,26,41,3.4635599436596127,26,0.6076843164128376,0.7899119898273474,1,-1.2066782494723185,0.028460895055311825,123
215,1421,0.15316499293641772,49,175,3.7285863718893446,23,0.14025200827598722,0.7357818921911282,1,-1.2066961360652373,0.03313327292471388,124
154,300,0.20104726254469582,44,157,4.742473087003696,2,0.8479437708214117,0.8431143637069429,1,-1.208162926006215,0.06634087439626016,125
67,687,0.08018300251041574,19,12,7.615206317174723,15,0.8888271409307168,0.44711519635964325,1,-1.2085012400691089,0.03254020416965535,126
244,1343,0.13032236402926625,22,140,7.937538503805163,22,0.9518893087845904,0.6368198618380821,1,-1.2088809969379746,0.03120250779154271,127
213,1541,0.10733378828494057,3,167,4.217309268734554,15,0.7280050838109852,0.44422926499769455,1,-1.2103475302447435,0.03171798360911752,128
73,1028,0.09004457857440497,26,169,4.363458316065559,24,0.24513140657954524,0.6842290328259399,1,-1.213576784897992,0.03147918575010397,129
8,1394,0.19533177315875885,32,193,3.253403307632644,16,0.4011987336417963,0.455256592036068,1,-1.2136464125813133,0.03369108135705131,130
32,437,0.2047327673510635,19,197,6.919051976926932,14,0.9407321080332006,0.37855993889612566,1,-1.2186982425307284,0.0354847652389494,131
145,1238,0.16997105118946307,18,17,7.416969442286655,18,0.8956067046251505,0.4925568862670185,1,-1.2199637712710554,0.033259471126429505,132
131,384,0.016775832049318998,34,66,2.7759717262941814,17,0.1738581842536941,0.5818556345506317,1,-1.2200081840066705,0.02848599159550968,133
60,1400,0.18549440270541062,37,167,1.7744954377972282,25,0.6326534183120851,0.6997697937105092,1,-1.2208671319613036,0.03886386500830577,134
81,1188,0.015273394899450402,34,149,9.872861293149445,22,0.05476648340512751,0.8674032506054042,1,-1.222270740225957,0.02684546833523216,135
187,573,0.12643409203525466,2,123,0.4575203381251285,22,0.07667709545408398,0.7110903677588287,1,-1.2272178815261545,0.02901963847791409,136
196,1681,0.016505235898250384,4,18,4.815323515125501,20,0.1399324289055637,0.6299581184151012,1,-1.2312208149249868,0.024767561692922192,137
170,110,0.09351615515698568,47,65,6.134213892107077,24,0.09851689228913692,0.7884815642713965,1,-1.2373089649566549,0.02527043628411445,138
52,1108,0.03321452810138325,6,97,8.554705840110072,15,0.02424955374345831,0.7602676493597255,1,-1.2373109249525724,0.024644837065938327,139
110,1773,0.10085359444381993,6,175,2.0174046233023586,23,0.37553817669479717,0.5979442665823198,1,-1.2403510124990706,0.03420950883513017,140
153,1671,0.15651441944205008,34,151,1.6202387789158461,26,0.9374614419315104,0.6670344537090217,1,-1.2413049880716502,0.030277853672670153,141
223,584,0.13800059336738277,36,62,3.1616610497675053,6,0.06117986886911169,0.23881960330337015,1,-1.2414020210512304,0.031262537164015544,142
12,1029,0.18262068517511873,9,36,0.6356835028602363,12,0.12471036892987841,0.3648810712588299,1,-1.2437769164958512,0.03267280314027393,143
39,227,0.04818220623006921,34,21,5.5681126245835015,3,0.31264004909431004,0.08459279344606692,1,-1.2451821399168972,0.03151860075268238,144
115,501,0.07323931645929892,43,43,4.519586012990392,25,0.9087874691578908,0.6374209780829755,1,-1.2455483011849269,0.03097035530377375,145
94,1128,0.13038707910819206,20,95,3.4762921448268354,21,0.9733792457774033,0.5200836943155688,1,-1.2476099852693627,0.029407067009654068,146
234,1540,0.08608394084655954,30,52,5.456968884954734,25,0.5678045380749742,0.6137334874437076,1,-1.2507406570426869,0.03480866962123841,147
124,1092,0.037823238828612375,19,114,7.261055860624007,25,0.9127338847545351,0.6188007605211279,1,-1.25328815926705,0.032336308079910066,148
120,1241,0.16249173714813814,11,41,5.364913514845947,1,0.5741907880226034,0.04319711038842159,1,-1.2556165464850675,0.03161314990024279,149
230,1109,0.14024659540829842,27,195,0.48222038860556027,28,0.3999257615976169,0.6622966155303306,1,-1.2560878018399042,0.03390903969745391,150
112,433,0.1959058288495652,45,120,7.308774752036443,18,0.35537958387756535,0.41772250500579583,1,-1.2569325629794337,0.03079837452575691,151
219,1728,0.0984048747565715,17,13,6.694004014593613,10,0.8848725729641451,0.2423272978789356,1,-1.2585279218313248,0.02849324459039268,152
118,1792,0.1487435214806677,16,36,5.334710919763215,15,0.7332436454412085,0.33948762805335947,1,-1.2585884416964754,0.03126648062082869,153
51,1199,0.09713457973557821,30,157,3.559826786512616,23,0.6605402152151651,0.521529294852301,1,-1.258816328783908,0.03400684895433756,154
160,490,0.12116131628743593,23,17,1.2053257878646444,26,0.9993599645701765,0.5923811194002317,1,-1.2594102469645099,0.035263262101572684,155
42,624,0.0939561712892553,26,63,5.113523988609378,24,0.3035450422113205,0.5572917771388287,1,-1.2617782499456944,0.02861768410355623,156
216,1951,0.023826557237323888,42,128,4.453152550026655,22,0.41890086290122003,0.5174890531537472,1,-1.2632428355918184,0.028430380765808227,157
136,1994,0.04638562609905423,30,134,3.7331931627975297,23,0.1636878434714054,0.5640439279951357,1,-1.2635505116664456,0.026059374860868425,158
218,1799,0.07503801284493897,41,48,2.370378571083362,12,0.6601692978958793,0.26555209837411625,1,-1.2714979788827496,0.028862768061576453,159
125,1928,0.19375010445214932,6,75,6.513772109882461,24,0.11119053758294759,0.5970332762062334,1,-1.2717468390054865,0.042513944149671,160
161,693,0.033056404249456876,24,119,8.445593985350703,29,0.20067303750777413,0.7337134347436988,1,-1.2755825475883615,0.02782720272670523,161
83,617,0.06468141438614125,49,98,7.499207494699718,23,0.42067130731428853,0.4740062281970206,1,-1.2773844240667913,0.03173125575700332,162
56,1787,0.12715511625469267,28,143,3.8817992620652193,20,0.03624619743620559,0.6459950854242524,1,-1.2855465659303127,0.02883158549392478,163
76,1070,0.12686286238462005,17,15,9.587124074078462,23,0.6312824992832228,0.4599956541200955,1,-1.2915498331032862,0.03902029391266504,164
37,257,0.01872075435088675,45,49,9.148743902204485,28,0.7708684741632459,0.5762841572170913,1,-1.2971737458682893,0.03247954021640823,165
212,1812,0.20752991274721158,25,182,5.786854085723934,18,0.37732837535475666,0.3524756426214933,1,-1.2997335023321566,0.03528281944142604,166
242,1058,0.16995621908480435,32,59,7.934172581478373,7,0.8608216353477832,0.13199042763044438,1,-1.3050828837048496,0.028341537502170455,167
48,1181,0.08976418028895891,20,186,2.5087052734666124,28,0.05065684160019703,0.7174491531381526,1,-1.3054325843927208,0.030215965825833132,168
151,893,0.04687418413579265,37,32,3.8930561404197657,19,0.9590409055400884,0.36033266279563697,1,-1.3199024786683808,0.0321642500084652,169
41,1516,0.1854746143855911,18,46,7.089209969101185,8,0.5231463558400994,0.1486831750841588,1,-1.3226278947552035,0.0307284175018279,170
44,1788,0.1256560281992348,23,189,5.4265463470757656,19,0.1030421204424603,0.38182712311354455,1,-1.3377550010336483,0.0208001664875451,171
210,192,0.026305297910485338,36,185,0.30662502205806064,29,0.49834407831596156,0.5470538493621738,1,-1.3384349996697653,0.027400173239760666,172
149,709,0.06329967867417645,28,15,6.331080633574476,8,0.27104696460827027,0.1486183532738445,1,-1.3445915050845747,0.022259370063323323,173
209,1846,0.04233450882936053,7,153,3.323246253551089,18,0.05322504113028758,0.439318780616825,1,-1.345219353531753,0.02980014685360677,174
148,687,0.09104961760553774,39,90,1.0658873012867436,26,0.07650364591655298,0.5031098459758957,1,-1.3632281017264514,0.026984435143320388,175
138,542,0.05439443238658989,25,75,1.0411858198457384,23,0.03682503257844866,0.6623347024910499,1,-1.3706578462320922,0.01856769448400512,176
65,1047,0.02834082945169622,13,126,2.12737895024229,25,0.09245156708330704,0.4980954011940869,1,-1.3731290111081709,0.014763084727443717,177
235,1073,0.1274123415402302,9,77,7.59354327922866,14,0.02452038647580117,0.4499752582236895,1,-1.3777774017908904,0.11052549131565058,178
150,801,0.17762139263565918,22,125,4.220460595506873,28,0.5775614343976067,0.4993311116368887,1,-1.3899345093966056,0.02735988094394905,179
10,1467,0.024910128735954166,8,132,1.987256815341724,9,0.8041750109464992,0.14951498272501504,1,-1.3942869531492108,0.02556458541831469,180
15,1364,0.050343840467079244,33,55,5.632855719763836,7,0.4449431368471124,0.119781912603713,1,-1.3946377168046966,0.028699702908733457,181
183,688,0.010224022296021897,3,15,0.0639587171683358,14,0.9096142961766742,0.2363389099096743,1,-1.4053746713722135,0.029428332366682006,182
18,1471,0.09330198957407325,12,193,1.1006192452767676,26,0.22625603284466528,0.46196922477808117,1,-1.4096273572183289,0.026546918886381554,183
93,380,0.04601345446985971,5,198,8.743276048544171,24,0.7006908979599624,0.40629748402117855,1,-1.419321639572569,0.02362454791252169,184
9,863,0.1757475018303859,27,191,5.427060831582485,25,0.27863554145615693,0.3947905167925872,1,-1.4529373352829889,0.025813376185467522,185
176,837,0.10533536566607368,4,79,0.3543236841854507,25,0.2802297811077518,0.397258068419576,1,-1.4536228818597892,0.020544857466409234,186
193,1033,0.20679552959196568,2,18,7.458470120309643,26,0.2814730503251833,0.4036184539831663,1,-1.4548123105074233,0.0224431341257027,187
134,1428,0.0798773998098666,31,176,3.777359474401693,29,0.8017842018535267,0.4325210162833819,1,-1.4580377302251872,0.023304992042424668,188
25,286,0.16966902499691025,10,73,6.958228067908818,28,0.8182675544871901,0.40483619802010756,1,-1.4632294819774958,0.024750786180914846,189
13,1670,0.15592123566761282,41,196,3.8293687475378984,22,0.3319314888064796,0.3178724984985056,1,-1.4650972571990468,0.01960680577156072,190
177,1247,0.15704253090469056,35,41,2.5976378376032625,24,0.9322735934358,0.3357608517161723,1,-1.4661388644532678,0.024223269592463185,191
72,994,0.15819477218213368,9,108,7.442216569432979,29,0.5757582949529605,0.4111500659136029,1,-1.467552831437374,0.024286229826492516,192
194,591,0.15298480804044953,19,30,9.682034279147217,15,0.8694415853556257,0.20835555211322554,1,-1.4684928799008166,0.02517998577391911,193
35,537,0.20460211095048914,46,11,6.311486259972629,19,0.25154974694529275,0.2725503440049082,1,-1.4689562934724592,0.022011282922120373,194
224,1934,0.039668640192417774,25,129,9.51821785423239,27,0.05115713045988818,0.5121624606015085,1,-1.4756065661239002,0.058910267757035596,195
167,488,0.028339867022286025,40,68,2.3878714576830236,20,0.4043045101358792,0.27897010135831407,1,-1.4779104056118335,0.023402397271784503,196
162,1094,0.017401526943098523,32,111,1.205768857772788,24,0.8306263194091705,0.3259094685108231,1,-1.4815922505527404,0.023078733578174675,197
247,1349,0.04059676016571254,36,164,2.1674980009077567,12,0.429705364784169,0.15820692827738816,1,-1.4968083931459182,0.022694867510913548,198
121,1771,0.1307915744145025,16,8,4.863674819956078,29,0.46243021708886156,0.3850333499013466,1,-1.5009736988353048,0.02021159255123727,199
96,313,0.028458117245749218,48,59,8.735886241067773,25,0.3283669370332287,0.33679851817705386,1,-1.5021231235073678,0.019332603878573815,200
