,param_n_estimators,param_learning_rate,param_max_depth,param_min_child_weight,param_subsample,param_colsample_bytree,param_colsample_bylevel,param_reg_lambda,param_reg_alpha,param_scale_pos_weight,param_gamma,mean_test_score,std_test_score,rank_test_score
58,703,0.004186861626647886,5,18,0.534423503732523,0.17231987120162984,0.6675577385210272,0.3181468148516513,0.3477192144826835,5.487153092074086,1.9229901880867077,0.4281258871263901,0.01221298756617774,68
19,503,0.07013578299727713,16,3,0.08413996499504883,0.18870710834137938,0.8826363431893397,7.798855458576238,0.8871864242651173,6.420316461542877,2.7888135259218187,0.42546136174924876,0.013587371600427748,69
69,1542,0.011769606414168132,15,6,0.9650269106665126,0.13882477344202038,0.08786811124265681,9.295391442478259,0.3489682665429953,8.306194077877292,0.027208994143296705,0.4248605341054252,0.008472402716501895,70
1,1437,0.021333911067827616,1,12,0.6118528947223795,0.9699098521619943,0.020584494295802447,4.319550186421157,0.5248564316322378,2.9122914019804194,8.324526408004218,0.4231832673057161,0.011964788640876994,71
22,1400,0.03940977246667605,8,2,0.1952429877980445,0.24398964337908358,0.26520236768172545,5.769138846263591,0.5027370931051921,4.925176938188639,9.730205547524456,0.423033947942231,0.01825571630235471,72
81,276,0.05786319540915473,6,1,0.21268078434122628,0.9127494628791288,0.03284667024343835,2.7759717262941814,0.7805957075460876,2.2009721408109706,2.482364427571519,0.4197173465753369,0.007980236258665596,73
14,319,0.0267781014275285,2,2,0.23956189066697242,0.1480869299533999,0.712270589924442,2.786564642366115,0.051578751249989355,9.082658859666537,9.977504850489419,0.41842988073874166,0.007025737548020861,74
52,556,0.08506473906774116,17,14,0.22864280550346272,0.7689874151805105,0.5554317056026274,9.540610272587223,0.12925941515149497,6.0617463445088005,9.44775729882428,0.41769888668260835,0.019031105633293723,75
49,1717,0.01341851252237497,3,6,0.08274842003530614,0.6027818820232985,0.41120672087218624,5.811726211808263,0.4167390577384792,9.191765518355595,2.709676425151299,0.4149727759694545,0.011109702023015325,76
44,853,0.04354518444882714,13,13,0.11752624677710488,0.24872415443028795,0.7050843642966599,0.5631327568183735,0.46876064199412626,1.1881791626807192,3.3026252901909854,0.4135854785180005,0.003299350748907353,77
26,858,0.07099109969101186,7,10,0.08159418040024036,0.8486697949246744,0.3225507642386005,2.562169435944581,0.4198808564462765,6.115137108656805,1.3663133144202881,0.4055770793051615,0.013168032260228904,78
31,889,0.06392705938433504,7,5,0.15864644764249103,0.18286599710730733,0.09387329008129175,0.4772612769164879,0.7301393165618185,5.6603721049407625,9.346239973397097,0.4046548228084011,0.018141283015202344,79
32,552,0.009515698826856012,14,20,0.4734717707805657,0.3418796667164016,0.12016464780564218,0.9784416065100148,0.4742738290873252,4.916158751168323,0.9180906581344188,0.40238667253987537,0.007064169323088231,80
35,1291,0.06269396701015728,1,1,0.10077800137742665,0.811204176736003,0.12850035323391018,1.9580113478929644,0.9054506419560637,0.6936130087516545,8.206494757439554,0.4020342825778557,0.022432191957233054,81
48,140,0.03543522280260528,18,5,0.2797635071689457,0.1881211597237613,0.2773811829811327,4.53250846828831,0.2600498628542627,0.32315951109650465,4.637084049399821,0.39067848159224916,0.013273983470799115,82
11,1679,0.06344037565104235,6,12,0.12208795470067335,0.9296976523425731,0.16122128725400442,8.832902589188683,0.4166099478703662,3.24345021005274,8.08130379564417,0.382554008940324,0.014358707614136712,83
94,154,0.029812171562317503,3,2,0.21494037859075676,0.35567271646494913,0.28869373677069987,9.36839739324758,0.6637711653626481,7.325720972102503,7.190559051842454,0.379318384186665,0.01912115775385655,84
87,106,0.04073923082735221,16,18,0.1227768896627085,0.9444097255772734,0.9626493185548747,7.359146131960022,0.6333407749109605,8.481280954668835,1.4109184877771357,0.37235029389334706,0.0059811895354235,85
57,999,0.015290269351229435,16,8,0.47396164026287235,0.12887972191064923,0.07586332810866392,3.4567728332386323,0.18198008439914481,8.967884099060118,1.2805583895777244,0.36404446671878954,0.011250502899556508,86
3,1469,0.09666320330745594,18,9,0.12203823484477883,0.06505159298527952,0.17052412368729153,6.8424302651215685,0.09777211400638387,4.4015249373960135,9.488955372533333,0.3452399374283602,0.010828630669148508,87
42,1516,0.042709147504694116,8,10,0.08483771408519192,0.8668687053108414,0.8369638742373738,7.062522271564962,0.8219600592903562,0.8134878064189976,8.38490763763985,0.25300688081327544,0.04194110100006889,88
20,977,0.0010197051616629648,3,18,0.22426930946055978,0.8985541885270792,0.16162871409461377,6.919051976926932,0.5488337893665861,6.519612595026006,6.064390596595899,0.24406950707878386,0.024087255520868815,89
27,753,0.0071940916999927666,14,16,0.093981939840869,0.6278944149486361,0.005184862773986776,3.3800515685153583,0.8901053418175663,3.75582952639944,1.9428395351204224,0.23241787279557063,0.001703227777663419,90
7,388,0.07078573438476171,3,3,0.9149596755437808,0.005522117123602399,0.1987156815341724,9.26310878513349,0.6060599747810114,6.510770255019445,8.15471428454834,0.23241787279557063,0.001703227777663419,90
75,1384,0.04580002192816784,15,8,0.012203072318044517,0.5364813514845947,0.10291603074414502,4.089651770854932,0.4864574819956078,7.71881980598245,3.7883156555691575,0.23241787279557063,0.001703227777663419,90
98,1778,0.09815768001799882,18,12,0.044165437710100175,0.7241033292731386,0.7590358455388498,0.5160580665871,0.6932752114569247,6.699174645500392,6.372415797894869,0.23241787279557063,0.001703227777663419,90
4,1125,0.02597799816000169,8,4,0.03131329245555858,0.034388521115218396,0.4951769101112702,2.0795166286818882,0.4252558744912447,5.677003278199915,9.093304020787821,0.23241787279557063,0.001703227777663419,90
60,738,0.05982780822554306,15,15,0.531265753973534,0.8683011070355868,0.0025950243836465603,2.3612653311740437,0.9241417591074331,7.599554089375856,0.8452700768068193,0.23241787279557063,0.001703227777663419,90
9,306,0.0771967179954561,7,9,0.03142918568673425,0.7607850486168974,0.713244787222995,0.2542912674409519,0.4276410183585496,1.0789142699330445,5.612871975694962,0.23241787279557063,0.001703227777663419,90
67,212,0.042643643861641684,1,20,0.08729017958967544,0.18704374855752337,0.7694929331919369,7.0724009564444446,0.5299400231811167,7.677795014428388,3.2368923640424367,0.23241787279557063,0.001703227777663419,90
95,581,0.005242581348425036,13,11,0.3515401611342188,0.2622640442998251,0.031183135061284672,4.742473087003696,0.6234325509049907,3.4438373204423325,5.950879307002548,0.23241787279557063,0.001703227777663419,90
78,1152,0.037543536972042206,9,19,0.1228107818457338,0.6513672109882461,0.023022604787637513,8.40449631980423,0.1043469660518095,9.106861982557131,7.7125666851973795,0.23241787279557063,0.001703227777663419,90
36,1725,0.0072188648460228995,8,10,0.6928903586919394,0.0944429607559284,0.018221825651549728,2.607045282359031,0.34072456946424,4.960374542934062,6.8301677341635685,0.23241787279557063,0.001703227777663419,90
