,param_alpha,param_fit_prior,mean_test_score,std_test_score,rank_test_score
1042,2.395318752502932,True,-1.3909011711353592,0.16284046537548863,226
122,2.395318003474972,True,-1.390901171137553,0.1628404748497267,227
1058,2.3954798756203037,True,-1.3909011711377615,0.16283842742352725,228
1267,2.395479938834717,True,-1.3909011711379164,0.16283842662392722,229
1274,2.395480506947258,True,-1.390901171139814,0.16283841943840258,230
1138,2.3954805865773268,True,-1.3909011711400419,0.16283841843121524,231
253,2.3953169220051564,True,-1.3909011711408135,0.16284048852888267,232
699,2.3954811401018548,True,-1.390901171141654,0.16283841143014052,233
1251,2.3954815223515125,True,-1.3909011711428896,0.1628384065954143,234
1420,2.3953161561049767,True,-1.3909011711433619,0.16284049821644164,235
1039,2.3953152903378307,True,-1.3909011711460104,0.16284050916730766,236
102,2.3953143559810766,True,-1.3909011711488084,0.16284052098569354,237
623,2.395484522985191,True,-1.3909011711523935,0.1628383686429732,238
761,2.3953117220677957,True,-1.390901171157372,0.1628405543012428,239
46,2.3953117110760895,True,-1.3909011711574897,0.1628405544402783,240
1354,2.395486668941425,True,-1.3909011711593826,0.1628383415006078,241
84,2.395310982321716,True,-1.3909011711598054,0.16284056365811533,242
1262,2.3953103619589236,True,-1.3909011711618147,0.16284057150490439,243
921,2.3954874311982497,True,-1.390901171161846,0.16283833185951765,244
502,2.3953095276162863,True,-1.3909011711647348,0.16284058205827234,245
1204,2.3954886431904048,True,-1.3909011711657495,0.16283831653007427,246
1432,2.395488846580257,True,-1.3909011711665107,0.16283831395760454,247
1009,2.3954894249636434,True,-1.3909011711684385,0.16283830664210303,248
153,2.3954894527602777,True,-1.3909011711685066,0.1628383062905494,249
1436,2.395307929941591,True,-1.3909011711699462,0.16284060226677674,250
340,2.395491615875117,True,-1.3909011711759383,0.16283827893124728,251
1257,2.3954915945467414,True,-1.3909011711759967,0.1628382792009605,252
578,2.3954921162930796,True,-1.3909011711777641,0.16283827260188577,253
1373,2.395492277856448,True,-1.3909011711782384,0.1628382705584193,254
233,2.395492517693819,True,-1.3909011711791994,0.16283826752495875,255
582,2.395492618093993,True,-1.390901171179433,0.16283826625503967,256
455,2.395492625104291,True,-1.3909011711794799,0.16283826616644237,257
36,2.3953046137691736,True,-1.3909011711816799,0.16284064421208228,258
16,2.3953042422429593,True,-1.3909011711827681,0.16284064891144992,259
95,2.3954937955963644,True,-1.3909011711837214,0.16283825136189703,260
423,2.3954944203047024,True,-1.3909011711857768,0.16283824346051493,261
1137,2.395495146527014,True,-1.390901171188553,0.16283823427514338,262
41,2.3954951769101114,True,-1.390901171188606,0.16283823389088456,263
985,2.3954954913162063,True,-1.3909011711898178,0.1628382299142273,264
1131,2.3954958757350786,True,-1.3909011711911448,0.1628382250520713,265
978,2.395496366247201,True,-1.3909011711928063,0.16283821884803726,266
741,2.3953013778741643,True,-1.3909011711932755,0.16284068514203195,267
1188,2.395300963566947,True,-1.3909011711947399,0.16284069038252774,268
143,2.3953008783098166,True,-1.3909011711950754,0.16284069146092184,269
1450,2.3954971747640084,True,-1.390901171195825,0.162838208621834,270
142,2.3954972485058925,True,-1.3909011711961776,0.1628382076891189,271
1329,2.395498195716453,True,-1.3909011711997743,0.16283819570876343,272
834,2.3954983677727393,True,-1.3909011712002113,0.1628381935325407,273
649,2.395498442198929,True,-1.3909011712006094,0.1628381925911999,274
1279,2.3954988881534516,True,-1.390901171202355,0.1628381869507094,275
1021,2.3952973490073726,True,-1.3909011712082309,0.1628407361021522,276
967,2.395297121715623,True,-1.390901171209127,0.1628407389771389,277
275,2.3955015162946873,True,-1.3909011712122334,0.16283815370975335,278
1070,2.395296308120456,True,-1.3909011712122807,0.1628407492680684,279
848,2.3955021950103315,True,-1.3909011712148174,0.1628381451253077,280
231,2.3955026370931054,True,-1.390901171216678,0.1628381395338274,281
147,2.3955026790232288,True,-1.3909011712166823,0.16283813900351382,282
743,2.3955027203900925,True,-1.390901171216953,0.16283813848029063,283
350,2.39550313625858,True,-1.390901171218442,0.16283813322035778,284
916,2.395294465759542,True,-1.3909011712193944,0.1628407725716508,285
250,2.3952944488920695,True,-1.3909011712195176,0.16284077278501569,286
608,2.395503417270855,True,-1.3909011712195594,0.1628381296660675,287
269,2.3952935918442644,True,-1.3909011712228978,0.16284078362557505,288
416,2.395293210771698,True,-1.3909011712243478,0.1628407884457093,289
896,2.395293147730261,True,-1.3909011712244619,0.16284078924310372,290
402,2.395505252372448,True,-1.3909011712267882,0.16283810645559513,291
22,2.3952921446485353,True,-1.3909011712284591,0.1628408019308105,292
792,2.3955058886788847,True,-1.390901171229423,0.1628380984075623,293
1269,2.3952916625787095,True,-1.390901171230604,0.16284080802840875,294
19,2.395291229140198,True,-1.3909011712322612,0.16284081351088242,295
1421,2.3955072348086883,True,-1.3909011712347195,0.1628380813816285,296
1167,2.395507467733761,True,-1.3909011712358155,0.16283807843551817,297
692,2.3955076103786843,True,-1.390901171236259,0.1628380766313678,298
110,2.3952897514529137,True,-1.3909011712382389,0.16284083220176288,299
103,2.3955085706911645,True,-1.3909011712403885,0.16283806448528415,300
964,2.3952886937367706,True,-1.3909011712425188,0.1628408455806228,301
696,2.39528863055324,True,-1.3909011712427213,0.1628408463797906,302
1069,2.395287238991654,True,-1.3909011712486108,0.16284086398139344,303
129,2.3955107473025774,True,-1.3909011712492745,0.16283803695539573,304
1169,2.395287038133175,True,-1.390901171249402,0.1628408665219827,305
288,2.3952865412521285,True,-1.390901171251588,0.16284087280693196,306
274,2.3955113423988608,True,-1.3909011712518753,0.16283802942855494,307
632,2.3955116774421157,True,-1.390901171253316,0.1628380251909125,308
466,2.395285712086282,True,-1.3909011712550439,0.16284088329488056,309
172,2.3955120930582994,True,-1.3909011712550785,0.16283801993414607,310
1093,2.3955126885110167,True,-1.3909011712575619,0.1628380124028789,311
669,2.3952850951686937,True,-1.390901171257729,0.16284089109811659,312
144,2.3952848404943774,True,-1.3909011712586907,0.16284089431946855,313
570,2.3955139894891597,True,-1.3909011712630064,0.16283799594808704,314
656,2.3952837759057988,True,-1.3909011712632424,0.1628409077852176,315
27,2.3955142344384135,True,-1.390901171264136,0.16283799284991793,316
1377,2.39551481735393,True,-1.3909011712667485,0.16283798547716888,317
1431,2.3955155960285794,True,-1.390901171270104,0.16283797562849853,318
386,2.3952820345725714,True,-1.3909011712709536,0.1628409298109674,319
379,2.3952818547747734,True,-1.3909011712715968,0.1628409320851924,320
306,2.395516300348301,True,-1.3909011712731412,0.16283796672023007,321
487,2.395280963189592,True,-1.3909011712755686,0.16284094336271035,322
64,2.3952809345096875,True,-1.3909011712756505,0.16284094372544303,323
236,2.3952807723624407,True,-1.3909011712765784,0.16284094577640254,324
1285,2.3955177116433846,True,-1.3909011712794075,0.1628379488701054,325
687,2.3952799790936603,True,-1.3909011712800787,0.16284095581030775,326
323,2.395279933896946,True,-1.3909011712802333,0.16284095638204044,327
263,2.3955183296523637,True,-1.3909011712821198,0.16283794105352226,328
136,2.395518790621743,True,-1.3909011712843156,0.16283793522315504,329
815,2.395518838057126,True,-1.3909011712845971,0.16283793462322865,330
956,2.395518917705283,True,-1.390901171284853,0.16283793361579027,331
149,2.3952786464642366,True,-1.3909011712859762,0.16284097266647535,332
601,2.395278590339032,True,-1.390901171286151,0.16284097337641731,333
1393,2.395519773948556,True,-1.390901171288633,0.16283792278605344,334
47,2.395520068021178,True,-1.3909011712899864,0.16283791906662246,335
550,2.395520163501112,True,-1.3909011712903878,0.16283791785895882,336
548,2.3955203077009037,True,-1.3909011712912436,0.16283791603516698,337
492,2.3952773811829813,True,-1.390901171291594,0.16284098867081076,338
617,2.395276877648147,True,-1.3909011712940127,0.16284099503991867,339
1358,2.395276827797235,True,-1.3909011712942125,0.16284099567045418,340
295,2.395522243260055,True,-1.3909011712999433,0.16283789155414286,341
96,2.395522732829382,True,-1.3909011713022155,0.16283788536202629,342
733,2.395523065424769,True,-1.39090117130376,0.16283788115538672,343
479,2.39552309784417,True,-1.3909011713040482,0.1628378807453605,344
1227,2.3952742152023485,True,-1.3909011713063326,0.1628410287166951,345
940,2.3952740552206873,True,-1.3909011713070094,0.16284103074027678,346
1208,2.3952736266662815,True,-1.3909011713090407,0.16284103616101334,347
862,2.3955243902693275,True,-1.390901171310071,0.16283786439878198,348
527,2.395273407071931,True,-1.3909011713101784,0.16284103893861487,349
673,2.3955245113895702,True,-1.3909011713105983,0.16283786286685495,350
1219,2.395273259526998,True,-1.390901171310689,0.16284104080487544,351
17,2.3955247564316324,True,-1.3909011713117048,0.16283785976753903,352
935,2.395272307326519,True,-1.3909011713153572,0.1628410528490879,353
992,2.39527214513723,True,-1.3909011713160235,0.1628410549005785,354
933,2.3955256901823025,True,-1.390901171316204,0.16283784795744724,355
1316,2.395526402660936,True,-1.3909011713194923,0.16283783894600604,356
61,2.395271349031774,True,-1.3909011713197814,0.16284106497042236,357
309,2.395270832251262,True,-1.3909011713222297,0.16284107150709395,358
871,2.3952707446731436,True,-1.3909011713227684,0.16284107261486083,359
474,2.3955277011090863,True,-1.390901171325844,0.162837822523246,360
1412,2.395269749611517,True,-1.3909011713275947,0.16284108520119073,361
638,2.3952692432309495,True,-1.3909011713300823,0.162841091606348,362
1260,2.3952689934044353,True,-1.390901171331301,0.16284109476638345,363
1051,2.3955289371340274,True,-1.3909011713318504,0.16283780689001356,364
926,2.3952686773593848,True,-1.390901171332654,0.16284109876394962,365
188,2.395529650578356,True,-1.3909011713351496,0.1628377978663867,366
911,2.395268063640823,True,-1.3909011713357897,0.1628411065267402,367
1144,2.3952670282701694,True,-1.3909011713409658,0.16284111962303718,368
1414,2.395531169528001,True,-1.390901171342798,0.1628377786547056,369
301,2.395531354631568,True,-1.390901171343717,0.16283777631353558,370
633,2.3955321134852654,True,-1.3909011713474713,0.16283776671556188,371
1118,2.3952656000425887,True,-1.3909011713480273,0.16284113768848005,372
700,2.3955325894325514,True,-1.3909011713498824,0.16283776069580488,373
224,2.395265202367682,True,-1.390901171350013,0.16284114271861,374
636,2.395532617266455,True,-1.3909011713500743,0.1628377603437655,375
757,2.3955334610919765,True,-1.3909011713542883,0.16283774967104783,376
975,2.3952622640443,True,-1.3909011713649158,0.16284117988503016,377
163,2.395535774684075,True,-1.3909011713660457,0.16283772040882846,378
501,2.395536096366344,True,-1.3909011713675574,0.16283771634020264,379
1113,2.3955369744228934,True,-1.3909011713721078,0.16283770523456328,380
651,2.3955371065418185,True,-1.3909011713727537,0.16283770356350127,381
824,2.395537395602938,True,-1.3909011713742438,0.16283769990749447,382
1173,2.395259803581064,True,-1.3909011713776074,0.16284121100705856,383
1129,2.3952597537837605,True,-1.3909011713778714,0.1628412116369848,384
908,2.3952594234334312,True,-1.3909011713794857,0.1628412158155113,385
44,2.3952587799816,True,-1.3909011713829718,0.1628412239544444,386
119,2.3955393422419156,True,-1.3909011713844328,0.16283767528650078,387
1040,2.3955394912923755,True,-1.3909011713852029,0.16283767340127622,388
579,2.395258244388299,True,-1.390901171385735,0.16284123072912574,389
1383,2.395258133432701,True,-1.3909011713862534,0.16284123213259624,390
184,2.3952579416277153,True,-1.3909011713872481,0.16284123455870053,391
681,2.395257902827045,True,-1.3909011713875228,0.16284123504949713,392
929,2.395257887685433,True,-1.3909011713877177,0.16284123524103464,393
1175,2.395539985379716,True,-1.3909011713878305,0.1628376671521224,394
1340,2.395257682888511,True,-1.3909011713886963,0.16284123783149212,395
302,2.39554063512161,True,-1.3909011713912922,0.16283765893421714,396
1179,2.395541266578676,True,-1.3909011713947654,0.1628376509475267,397
1303,2.395541296335301,True,-1.3909011713949164,0.16283765057120206,398
927,2.395541634214661,True,-1.3909011713967891,0.16283764629777897,399
1001,2.395541900947378,True,-1.3909011713980395,0.1628376429241285,400
287,2.3955426446347077,True,-1.3909011714020612,0.16283763351802588,401
65,2.395542696083158,True,-1.390901171402438,0.16283763286727196,402
781,2.395542724443348,True,-1.3909011714024635,0.1628376325086092,403
708,2.395254640654764,True,-1.3909011714048998,0.1628412763123263,404
747,2.395543552861114,True,-1.3909011714069859,0.16283762203081284,405
1482,2.395544489097961,True,-1.3909011714121597,0.16283761018936227,406
629,2.395252436944344,True,-1.3909011714168655,0.1628413041868574,407
363,2.395545616789316,True,-1.3909011714183026,0.16283759592630684,408
782,2.395251799058907,True,-1.390901171420373,0.16284131225540704,409
141,2.3952517822958255,True,-1.3909011714204957,0.16284131246741546,410
