,param_alpha_1,param_alpha_2,param_lambda_1,param_lambda_2,param_tol,mean_test_score,std_test_score,rank_test_score
1839,1.8657486944393702,14.775561578371953,38.396668585683635,6.785474414181606,0.0002952807023123033,-0.7421938309244214,0.05529694811689237,15
4337,6.842262577839015,4.673801712760919,38.506086609097096,6.5159401411379365,0.00015848547867578516,-0.7421938376344737,0.05529868487769682,16
3578,7.084414560685519,13.885543341592781,37.651599015771076,6.256694299249064,8.420506169131857e-05,-0.7421938778602966,0.055308328397313256,17
3126,8.567006676263013,9.294440123974988,39.10461570095013,6.7799811524258455,0.00021362320863103527,-0.7421938967044099,0.05529436429457768,18
1622,9.99236923997524,6.104291602577183,38.94970428153974,6.633627109564928,0.00021411875967314935,-0.7421938995037357,0.05529601156415857,19
4506,3.563373320456766,11.742068101260747,37.64579888815519,6.107843698045377,0.0003156681734764765,-0.7421939231157586,0.0553158383762182,20
4899,15.352383456531932,4.455318528338998,38.76566580199439,6.361121572029383,0.0003562587546267589,-0.7421939298837482,0.05530083716232017,21
1227,2.046644590681263,8.209975273947586,37.32771768196073,6.374025812092216,0.0004109129499377576,-0.7421939682884104,0.0553012691714989,22
1392,10.626800064732182,7.994392019488552,38.14814605966831,6.421103350255211,0.00015907517813827781,-0.7421940266360709,0.05529940165978701,23
2438,11.865422859759844,4.667910034568134,37.650363567105906,5.887946291802296,0.00016559622217718827,-0.742194041951185,0.055314942963085756,24
2617,0.0820300086033415,6.858703316734107,38.754374418711535,6.9496756060584675,0.00021066272197061198,-0.7421940776916871,0.055289721542573556,25
3252,8.783844313653338,15.735935181291518,36.93904251273535,5.993004890163725,0.00010355421145862652,-0.7421941047136695,0.05531405590020124,26
