,param_hidden_layer_sizes,param_activation,param_solver,param_alpha,param_learning_rate,param_max_iter,param_early_stopping,param_n_iter_no_change,param_tol,mean_test_score,std_test_score,rank_test_score
74,"(75, 150, 75, 150, 300, 150)",relu,sgd,0.9796105286215085,adaptive,7500,True,13,0.004134564885253897,,,139
44,"(450, 450, 475, 450, 300, 500)",relu,sgd,0.7004578299727713,invscaling,7500,True,13,0.0045388504938048,,,139
39,"(425, 175, 350, 150, 75, 475)",relu,sgd,0.34876598729172936,constant,7500,True,12,0.002033676731502687,,,139
5,"(300, 275, 450, 500, 475)",relu,sgd,0.04676566321361543,invscaling,7500,True,13,0.004025879806965068,,,139
7,"(500, 200, 375, 200, 250)",relu,sgd,0.17062412368729152,adaptive,7500,True,12,0.0029164410892276965,,,139
8,"(250, 300, 175, 400, 300, 275)",relu,sgd,0.3855165025399161,constant,7500,True,13,0.0013051273301300586,,,139
10,"(175, 200, 75, 275)",relu,sgd,0.2588799816000169,adaptive,7500,True,13,0.0011397083143409442,,,139
11,"(475, 200, 275, 75)",relu,sgd,0.5678003278199915,invscaling,7500,True,13,0.0023487706668488284,,,139
12,"(275, 250, 100, 400)",relu,sgd,0.3952502360018144,adaptive,7500,True,14,0.001732703844029177,,,139
13,"(150, 400, 425, 75, 400)",relu,sgd,0.5705439744053994,constant,7500,True,12,0.0027984606619453987,,,139
15,"(425, 175, 350, 150, 75, 475)",relu,sgd,0.07465064367977083,constant,7500,True,12,0.0015674408735901907,,,139
17,"(100, 100, 175, 100, 200, 75)",relu,sgd,0.926400878513349,invscaling,7500,True,12,0.0023472533706910166,,,139
21,"(200, 350, 175, 350, 475)",relu,sgd,0.04053358953843135,invscaling,7500,True,13,0.0022966825093288503,,,139
22,"(50, 350, 425, 400, 250)",relu,sgd,0.2018192023353962,invscaling,7500,True,12,0.0029163778598819182,,,139
30,"(250, 250, 500, 275)",relu,sgd,0.24422552224777416,adaptive,7500,True,12,0.00191814801189647,,,139
31,"(500, 500, 400, 425)",relu,sgd,0.9718820827209607,adaptive,7500,True,14,0.00366135294962221,,,139
34,"(300, 75, 500, 200, 100)",relu,sgd,0.14499487209122308,adaptive,7500,True,13,0.0030634836193969674,,,139
37,"(350, 50, 275, 100)",relu,sgd,0.7984451249845511,invscaling,7500,True,13,0.0003038757077738196,,,139
41,"(400, 500, 400, 100, 425, 375)",relu,sgd,0.5415479738275658,invscaling,7500,True,14,0.000974774635479681,,,139
174,"(175, 175, 150, 375)",relu,sgd,0.18169771680142566,adaptive,7500,True,13,0.0022179843121024143,,,139
75,"(400, 50, 400, 250, 175)",relu,sgd,0.3464043210894008,constant,7500,True,14,0.0031792504902610824,,,139
77,"(75, 150, 75, 150, 300, 150)",relu,sgd,0.5011398839152592,constant,7500,True,14,0.00023255655270810907,,,139
132,"(425, 100, 450, 300, 375, 400)",relu,sgd,0.12073587110060081,adaptive,7500,True,13,0.0007437419914982196,,,139
136,"(275, 475, 450, 475, 275, 375)",relu,sgd,0.2094493233367103,adaptive,7500,True,13,0.003899777044687928,,,139
137,"(500, 100, 400, 400, 350, 475)",relu,sgd,0.531365753973534,constant,7500,True,13,0.0008386954595311335,,,139
138,"(150, 100, 150, 275)",relu,sgd,0.13321692858747824,invscaling,7500,True,14,0.003848081160042937,,,139
142,"(375, 50, 275, 75, 450, 175)",relu,sgd,0.6792023191444896,constant,7500,True,12,0.0005346014404371185,,,139
143,"(500, 400, 400, 375, 100)",relu,sgd,0.5372065418185478,invscaling,7500,True,12,0.0007379015139778189,,,139
146,"(175, 200, 75, 275)",relu,sgd,0.24605772838450812,adaptive,7500,True,14,0.0015254758434692355,,,139
148,"(375, 450, 75, 500)",relu,sgd,0.4104968269896615,invscaling,7500,True,13,0.0029799920890283,,,139
151,"(300, 375, 400, 300, 500, 425)",relu,sgd,0.47671948412641196,constant,7500,True,13,0.0017183961820212185,,,139
154,"(250, 300, 350, 250)",relu,sgd,0.5326894325515859,adaptive,7500,True,13,0.0007720733846948713,,,139
155,"(300, 75, 500, 200, 100)",relu,sgd,0.06347497047276775,adaptive,7500,True,12,0.004149372229273174,,,139
158,"(300, 400, 425, 75)",relu,sgd,0.7460745255487181,adaptive,7500,True,12,0.005054647382286954,,,139
159,"(50, 175, 425, 400, 375, 500)",relu,sgd,0.20510181005323724,invscaling,7500,True,12,0.0037079827537563857,,,139
162,"(175, 200, 75, 275)",relu,sgd,0.5231654247691193,constant,7500,True,12,0.002062225537113177,,,139
166,"(150, 350, 425, 175)",relu,sgd,0.9399321236134751,invscaling,7500,True,13,0.0009336537999669158,,,139
131,"(475, 400, 425, 450, 350, 75)",relu,sgd,0.16903506307216454,adaptive,7500,True,12,0.0005435126687852781,,,139
76,"(500, 400, 400, 375, 100)",relu,sgd,0.6351936508676438,invscaling,7500,True,13,0.004767181540397415,,,139
129,"(275, 475, 450, 475, 275, 375)",relu,sgd,0.18198008439914481,constant,7500,True,14,0.0024698082013143614,,,139
126,"(175, 175, 150, 375)",relu,sgd,0.9266876251614944,constant,7500,True,12,0.0032040284221104562,,,139
78,"(275, 150, 300, 50, 300)",relu,sgd,0.5858755812734633,adaptive,7500,True,14,0.000742501766169551,,,139
80,"(300, 75, 500, 200, 100)",relu,sgd,0.9054506419560637,constant,7500,True,12,0.0006038900068871333,,,139
81,"(175, 450, 350, 75, 50, 350)",relu,sgd,0.018321825651549727,invscaling,7500,True,12,0.0016948781514688066,,,139
85,"(50, 350, 425, 400, 250)",relu,sgd,0.37211808579278316,invscaling,7500,True,13,0.00439206375921506,,,139
89,"(350, 250, 500, 350)",relu,sgd,0.31941363759041486,invscaling,7500,True,14,0.0032591860608489963,,,139
93,"(275, 100, 450, 100, 300, 50)",relu,sgd,0.3510150125520787,invscaling,7500,True,12,0.00428481937118687,,,139
94,"(150, 350, 425, 175)",relu,sgd,0.8669687053108414,adaptive,7500,True,12,0.00046381503182096764,,,139
99,"(100, 500, 400, 475, 400, 175)",relu,sgd,0.49272510429085914,adaptive,7500,True,13,0.0038048693045533415,,,139
106,"(150, 500, 475, 300)",relu,sgd,0.9505114840765587,adaptive,7500,True,12,0.0009483995194778277,,,139
107,"(475, 75, 450, 250)",relu,sgd,0.6469483616687238,adaptive,7500,True,13,0.0004886731848249243,,,139
116,"(475, 50, 375, 175)",relu,sgd,0.5555317056026274,constant,7500,True,13,0.001989252746378932,,,139
118,"(375, 500, 375, 300)",relu,sgd,0.20732764900805645,constant,7500,True,13,0.0014433624101265368,,,139
120,"(75, 375, 400, 300, 500)",relu,sgd,0.8522815003185401,constant,7500,True,13,0.004059089197348165,,,139
122,"(100, 200, 50, 50)",relu,sgd,0.7041797680992236,invscaling,7500,True,13,0.00017272332833940965,,,139
248,"(425, 50, 250, 450, 475)",relu,sgd,0.5801862078378112,invscaling,7500,True,12,0.0014280002129435304,,,139
128,"(350, 425, 175, 150, 100, 475)",relu,sgd,0.12814583895777243,invscaling,7500,True,13,0.003304373724016073,,,139
249,"(450, 425, 350, 425)",relu,sgd,0.12961492128280416,invscaling,7500,True,12,0.004410638086327253,,,139
