,param_n_neighbors,param_weights,param_algorithm,param_leaf_size,param_p,param_metric,mean_test_score,std_test_score,rank_test_score
184,137,distance,brute,173,19.704374855752338,chebyshev,-1.871544008192442,0.015443335802768765,256
130,160,distance,kd_tree,460,34.56600647969632,chebyshev,-1.873259387264061,0.010564051154324948,257
486,215,distance,brute,436,67.13706110704143,minkowski,-1.873777580997214,0.009938931977554855,258
422,171,distance,brute,100,67.75498992914704,chebyshev,-1.873849347152324,0.010261070960838531,259
259,236,distance,ball_tree,187,57.64046402968972,minkowski,-1.8740299536804383,0.010685974894750505,260
458,177,distance,ball_tree,79,55.952953589501696,chebyshev,-1.8744280721064073,0.010131101872061957,261
321,179,distance,kd_tree,270,97.88778552856915,chebyshev,-1.8746970498301263,0.011771058183348376,262
35,156,distance,brute,234,95.29097039125192,chebyshev,-1.8757207698187863,0.01386909235828769,263
281,231,distance,kd_tree,450,88.00988739009298,minkowski,-1.8757627603330298,0.010941275772885915,264
125,153,uniform,ball_tree,317,5.340078329817276,minkowski,-1.8759077086447842,0.012445569251218593,265
158,199,distance,ball_tree,195,52.52360548642109,chebyshev,-1.8763966022288217,0.011076034128443693,266
150,230,distance,kd_tree,192,36.058755880659696,chebyshev,-1.8777298632636767,0.009148880780351204,267
430,222,distance,kd_tree,19,34.722713275542034,chebyshev,-1.8779752816986583,0.010874828758545688,268
166,218,distance,brute,127,24.611653311740433,chebyshev,-1.8781479545485815,0.009361070741661216,269
15,217,distance,ball_tree,190,39.8677289689482,chebyshev,-1.8784391667227283,0.010904296004681045,270
79,315,distance,kd_tree,47,14.835309241780136,minkowski,-1.8784517393262399,0.007993504484242235,271
466,225,distance,brute,380,63.389583629163845,chebyshev,-1.8786362536458476,0.010075069515892637,272
40,222,distance,kd_tree,53,99.56504541106007,chebyshev,-1.8788076783188739,0.010759070075620141,273
421,297,distance,ball_tree,154,31.206050183479505,minkowski,-1.8789137282411694,0.008698113932761205,274
283,306,distance,brute,379,36.071181545171015,minkowski,-1.8790849809349148,0.008227389136099586,275
53,258,distance,kd_tree,104,1.9197051616629648,chebyshev,-1.8794332854727833,0.007892116878745551,276
221,298,distance,ball_tree,90,35.634599436596126,minkowski,-1.879440773668073,0.009046154787378496,277
368,286,distance,brute,225,72.58249646820886,minkowski,-1.8794462732113613,0.00845643387891922,278
8,278,distance,ball_tree,329,95.88855372533332,minkowski,-1.8796072444442296,0.009005847547134991,279
426,142,uniform,brute,160,26.68838476457148,minkowski,-1.8796374278959984,0.013808324175186688,280
207,265,distance,brute,157,49.63574819956078,chebyshev,-1.8796482900014162,0.007557433092801956,281
39,229,distance,brute,485,64.43513447013638,chebyshev,-1.8796881753165842,0.010012954337905158,282
292,264,distance,ball_tree,199,24.16717013834434,chebyshev,-1.8797796425719635,0.007590466818221705,283
340,281,distance,ball_tree,209,8.244688779455888,chebyshev,-1.8798159352289983,0.007313063293619849,284
358,304,distance,brute,288,56.53635509376312,minkowski,-1.8798668349170473,0.008048033624388665,285
260,250,distance,brute,111,14.500127742120693,chebyshev,-1.879873447657289,0.007988005797174609,286
295,266,distance,kd_tree,259,81.07696871298751,chebyshev,-1.8799464994191788,0.00658338991422595,287
151,351,distance,kd_tree,286,10.100209105133029,minkowski,-1.8800847709302988,0.00744447038831017,288
